HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
5,0,72,0,3,0,37,18,1,2,18,4,0,43,1
8,1,33,0,5,8,7,37,1,1,18,8,0,37,1
0,0,23,0,43,11,7,40,1,5,0,1,0,14,0
3,0,27,0,11,5,30,41,1,2,18,3,0,37,1
8,0,27,1,4,9,7,16,1,9,0,5,4,43,1
11,0,17,0,10,4,7,16,1,8,0,1,0,48,1
17,1,27,0,10,0,30,18,1,1,18,0,0,37,0
0,0,72,0,37,11,37,1,1,7,20,5,0,10,1
8,0,55,1,17,6,7,20,1,8,0,5,0,14,1
8,0,55,1,17,6,7,20,1,4,0,5,0,48,1
5,0,17,0,42,11,7,20,1,8,20,5,0,43,1
8,0,35,0,1,4,7,20,1,1,18,4,0,37,1
4,0,17,0,13,9,7,12,1,6,0,4,24,14,0
10,0,67,1,20,7,7,16,1,1,0,5,0,37,0
10,0,17,0,16,3,7,41,1,4,0,5,0,14,1
6,0,23,0,23,8,7,1,1,2,18,8,0,44,0
8,0,22,0,36,9,7,16,1,2,18,5,0,37,1
17,1,67,0,3,11,36,18,1,2,20,1,0,37,1
0,1,27,0,4,4,30,18,1,7,20,0,0,10,0
5,0,35,1,7,5,7,16,1,2,18,1,0,9,0
2,0,0,0,3,0,7,9,2,2,18,0,0,37,1
6,0,11,0,9,5,3,53,1,1,18,4,0,37,1
10,0,67,0,11,5,7,53,1,6,20,5,0,9,1
9,0,38,0,25,11,20,12,1,1,18,5,0,37,1
10,0,67,1,2,4,7,16,1,8,0,5,0,14,1
3,0,72,0,19,8,37,16,1,2,18,5,0,37,1
16,0,17,1,14,5,7,12,1,2,18,5,0,27,0
4,1,38,0,1,3,7,12,1,3,18,7,0,47,1
7,0,17,0,22,7,7,18,1,13,0,1,1,14,1
12,0,17,1,7,7,7,20,1,7,20,5,0,46,0
14,0,67,1,8,7,7,20,1,8,0,5,0,18,1
0,0,17,0,16,7,7,4,1,4,18,7,0,43,1
7,0,11,0,2,3,7,22,1,1,18,1,0,37,1
4,0,27,0,6,1,7,9,2,1,18,1,0,37,1
2,0,67,0,12,10,36,53,1,8,0,1,0,18,1
11,0,38,0,19,7,20,12,1,6,18,5,0,46,1
17,1,27,0,7,0,30,18,1,2,18,0,0,37,1
6,0,17,0,31,11,7,16,1,8,0,5,0,14,0
8,0,67,0,27,7,36,53,1,6,0,5,0,46,1
0,1,27,1,7,5,7,18,1,1,0,1,0,44,0
14,0,17,0,17,7,7,18,1,8,0,5,0,27,1
0,1,15,0,1,11,7,18,1,2,0,4,0,35,1
9,0,68,1,34,9,7,16,1,11,0,5,0,18,1
0,1,67,0,2,5,36,18,1,2,18,3,0,37,1
2,0,23,0,1,8,7,22,1,8,0,1,0,9,1
2,0,27,0,24,6,7,1,1,1,18,1,0,37,1
2,0,27,0,24,6,7,1,1,8,0,1,0,9,1
2,0,67,1,22,2,36,1,1,1,20,1,0,2,1
8,0,17,0,4,3,7,20,1,5,0,5,3,27,1
4,0,27,0,20,8,30,18,1,1,18,1,0,37,1
17,1,27,1,7,4,7,18,1,1,18,0,0,37,1
9,0,17,0,10,10,7,46,1,11,0,5,2,18,0
5,0,11,0,28,6,3,11,1,8,0,5,0,18,1
10,0,27,0,22,7,30,16,1,2,18,7,0,37,1
7,0,67,0,11,6,36,53,1,7,8,4,0,46,1
2,0,27,0,2,5,7,1,1,2,18,5,0,37,1
14,0,67,0,17,5,36,53,1,7,0,5,0,14,1
9,0,72,0,23,7,37,16,1,3,20,4,0,18,1
9,0,47,0,12,8,7,11,1,9,2,1,0,14,1
10,0,17,0,20,4,7,53,1,6,7,4,0,14,1
4,0,27,1,21,7,30,1,1,2,18,1,0,37,0
8,0,67,0,33,8,36,16,1,3,0,5,0,46,1
1,0,27,1,20,6,30,41,1,1,18,3,0,37,1
10,0,17,0,37,8,7,18,1,4,0,4,0,18,1
10,0,67,1,9,4,36,18,1,1,18,7,0,37,1
6,0,11,0,4,5,3,16,1,1,18,5,0,37,1
0,0,67,0,29,7,36,18,1,1,18,1,0,37,1
6,0,27,1,14,7,7,1,1,6,18,1,0,44,1
4,0,55,0,13,3,7,20,1,2,18,1,0,37,1
2,0,67,0,3,3,7,18,1,6,0,4,0,14,1
11,0,33,0,44,10,7,16,1,7,0,4,28,14,0
17,0,67,0,1,2,36,1,1,4,20,4,0,9,1
4,1,27,0,3,5,30,12,1,4,18,3,0,27,1
4,0,17,0,47,9,7,4,1,8,0,5,0,46,0
4,0,27,0,22,7,30,18,1,1,18,4,0,37,1
8,0,60,1,14,7,7,20,1,1,18,5,0,37,1
3,0,55,0,22,5,7,20,1,8,0,0,0,9,1
9,0,17,0,17,6,7,9,2,1,18,1,0,37,1
5,0,38,0,3,3,7,12,1,10,0,4,0,14,1
8,0,17,0,3,3,7,20,1,4,18,1,0,14,1
6,0,17,0,1,2,7,9,2,1,18,1,0,37,1
6,0,52,0,5,8,26,41,1,6,7,8,0,14,1
2,0,27,0,1,2,7,11,1,1,18,1,0,37,1
8,0,0,1,23,7,7,1,1,1,18,4,0,37,0
14,0,72,0,20,7,37,1,1,1,18,8,0,37,1
17,1,72,0,6,0,37,18,1,1,18,3,0,37,1
0,0,15,0,24,10,7,18,1,5,0,4,0,14,0
7,0,33,0,37,11,7,1,1,1,18,4,0,37,1
10,0,55,1,33,7,7,18,1,8,0,4,0,48,1
0,0,4,0,17,5,1,1,1,1,18,5,0,37,1
17,0,29,1,29,11,7,9,2,1,18,0,0,37,1
11,0,17,0,26,9,7,12,1,6,18,5,7,27,0
8,0,55,0,10,5,7,20,1,4,20,1,0,20,1
4,0,11,0,4,5,3,4,1,4,0,7,0,46,1
10,0,17,1,17,4,7,16,1,6,7,5,0,18,1
5,0,27,1,12,6,7,12,1,4,18,5,0,14,1
6,1,17,0,5,1,7,20,1,1,18,1,0,37,1
1,0,67,0,23,6,7,18,1,1,18,4,0,37,1
7,0,27,0,14,5,30,18,1,1,18,7,0,37,1
9,0,5,0,15,7,2,18,1,7,20,1,0,10,0
17,0,55,0,1,1,7,18,1,4,18,4,8,14,1
0,0,17,0,32,8,7,1,1,1,18,4,0,37,1
7,0,33,0,4,3,17,18,1,8,0,1,0,14,1
7,0,32,0,35,9,7,12,1,10,0,5,0,14,0
6,0,67,0,23,7,36,16,1,6,21,5,0,46,1
3,0,27,0,11,2,7,40,1,1,18,1,0,37,1
17,1,33,0,4,8,7,11,1,2,20,0,0,9,1
10,0,11,0,35,10,7,12,1,9,14,4,0,44,1
2,1,27,0,13,4,30,1,1,6,20,0,0,14,1
1,1,27,0,1,2,30,18,1,1,18,0,0,37,1
14,0,55,0,9,6,7,52,1,6,18,5,0,14,0
8,0,9,0,10,5,7,1,1,2,18,1,0,37,1
2,1,27,0,7,5,30,18,1,2,18,4,0,37,1
1,0,67,0,7,2,7,18,1,2,18,1,0,37,0
4,0,29,0,2,4,7,20,1,2,20,1,0,9,1
0,0,27,0,9,6,30,11,1,8,0,5,0,29,1
14,0,11,1,20,7,7,20,1,4,0,5,0,9,1
17,0,17,0,30,11,7,16,1,5,0,4,0,14,0
10,0,22,0,46,9,7,16,1,11,0,5,0,14,0
8,0,6,0,30,7,7,12,1,6,18,5,0,14,1
17,1,6,0,1,0,7,21,1,6,18,8,0,29,1
4,0,27,0,2,0,7,22,1,1,20,8,0,6,1
8,0,27,1,12,5,30,16,1,8,0,4,0,46,1
10,0,34,1,7,9,7,1,1,2,20,5,0,37,0
2,1,38,0,5,11,20,12,1,4,2,5,0,46,1
17,1,33,0,13,6,7,11,1,6,20,0,0,44,1
6,0,33,1,4,6,17,20,1,2,18,7,0,37,0
9,0,14,0,6,7,7,12,1,9,20,5,0,27,1
10,0,20,0,11,6,7,52,1,4,0,2,0,6,1
6,1,17,0,1,0,7,20,1,6,20,4,0,27,1
1,1,27,0,1,5,7,18,1,4,18,0,0,47,1
9,0,11,0,2,4,7,18,1,13,0,4,0,14,1
17,0,22,0,15,8,7,18,1,6,7,4,0,39,1
1,0,66,0,38,11,7,12,1,4,18,5,2,14,0
15,0,55,0,35,9,7,53,1,2,18,5,0,37,1
6,0,34,0,23,10,7,20,1,2,18,7,0,27,1
5,0,17,0,54,11,7,18,1,2,0,4,0,27,0
5,0,17,0,54,11,7,18,1,2,18,4,0,27,0
11,0,17,0,33,11,7,52,1,5,0,5,2,48,1
11,0,17,1,11,4,7,12,1,8,0,5,0,14,1
10,0,17,0,14,5,7,9,2,1,18,1,0,37,1
7,0,27,0,1,3,30,1,1,2,0,8,0,6,1
4,1,47,1,5,6,7,20,1,8,0,7,0,14,1
8,0,67,0,7,3,36,20,1,4,18,5,0,27,1
8,0,17,0,46,11,7,26,1,5,0,4,0,14,1
7,0,32,0,2,6,7,1,1,8,0,8,0,9,1
4,0,17,0,5,3,7,22,1,2,18,0,0,37,0
17,0,23,0,5,9,7,20,1,7,12,4,0,14,1
17,0,60,0,12,11,7,20,1,4,14,4,0,18,1
17,0,15,0,12,8,7,20,1,4,0,4,0,18,1
9,0,27,0,31,10,7,20,1,5,0,5,11,14,0
9,0,55,0,37,10,7,20,1,11,0,5,0,27,1
6,0,17,0,22,9,7,12,1,6,0,1,0,27,1
14,0,72,0,23,9,37,52,1,2,18,2,56,14,0
0,0,27,0,12,5,30,18,1,4,19,4,0,46,1
1,0,27,0,3,7,30,18,1,10,0,1,0,14,1
11,0,17,1,10,6,7,20,1,10,0,5,4,46,1
8,0,22,0,16,6,7,11,1,4,19,5,0,46,1
2,0,22,0,3,1,7,1,1,2,18,8,0,39,1
17,1,27,0,6,10,30,18,1,7,20,0,0,10,0
16,0,17,1,10,6,7,45,1,13,0,2,4,14,0
5,0,67,0,10,5,36,1,1,1,18,4,0,37,1
10,0,67,0,19,7,36,16,1,2,18,5,0,37,1
8,0,17,0,21,11,7,12,1,11,0,4,0,46,1
17,0,17,0,20,11,7,16,1,7,0,4,0,46,0
8,0,17,0,38,3,7,11,1,6,20,5,0,29,1
6,1,27,1,4,1,30,11,1,4,0,7,0,18,1
5,0,17,1,37,11,7,1,1,7,0,1,0,46,1
7,0,22,0,39,11,10,16,1,2,18,4,0,37,1
17,0,27,0,19,6,30,16,1,2,18,5,0,37,1
7,1,38,0,9,8,20,21,1,2,18,3,0,37,1
2,0,17,0,3,1,7,42,1,4,18,7,0,43,1
10,0,52,0,15,5,26,1,1,6,7,5,0,18,1
5,0,17,1,10,7,7,20,1,8,0,1,0,46,1
2,1,57,0,21,11,7,16,1,13,0,7,0,14,1
10,0,17,0,39,11,7,53,1,6,0,5,0,14,0
9,0,27,1,14,7,30,18,1,1,18,0,0,37,1
17,1,17,0,1,1,7,18,1,1,18,7,0,37,1
8,0,17,1,6,7,7,1,1,7,0,2,44,46,0
2,1,27,0,4,1,7,22,1,4,14,3,0,37,1
17,0,32,0,37,11,7,18,1,7,10,1,0,14,1
11,0,22,1,35,11,7,52,1,5,0,1,25,14,0
14,0,17,1,9,8,7,54,0,6,3,4,0,14,1
11,0,11,0,6,4,7,12,1,2,18,5,0,37,1
0,1,5,0,2,1,7,1,1,4,18,7,0,47,1
4,0,17,0,12,10,7,18,1,2,18,5,0,37,1
8,0,17,0,1,5,7,20,1,8,0,5,0,14,1
7,0,27,0,22,7,7,18,1,1,18,1,0,37,1
4,0,38,0,12,7,20,12,1,1,18,4,0,37,1
8,0,67,1,8,11,7,16,1,6,0,7,29,46,1
8,0,27,0,32,7,30,9,2,4,18,8,0,37,1
12,0,27,0,1,3,7,45,1,4,18,2,0,46,1
8,0,68,0,1,7,7,20,1,4,18,5,0,27,1
8,0,27,0,11,2,7,1,1,1,18,1,0,37,1
2,1,67,0,8,3,36,18,1,1,18,7,0,37,1
3,0,38,0,1,6,7,22,1,1,18,1,0,37,1
0,0,27,0,22,6,7,4,1,2,18,4,0,18,1
5,0,17,0,7,11,7,20,1,9,0,5,0,14,1
4,0,27,0,13,5,30,1,1,2,18,7,0,47,1
12,0,27,0,1,6,30,9,2,1,18,1,0,37,1
3,1,55,1,3,4,7,12,1,2,18,7,0,27,1
5,1,27,0,1,6,7,12,1,1,18,7,0,37,0
0,1,32,0,2,3,7,12,1,1,18,7,0,37,1
3,1,27,0,2,7,30,12,1,1,20,7,0,6,1
0,1,17,0,1,2,7,12,1,1,0,7,0,37,0
17,1,68,1,4,8,7,12,1,6,20,7,0,9,1
17,0,27,0,18,8,30,22,1,2,18,3,0,37,1
1,1,67,0,8,3,36,18,1,2,18,3,0,37,1
0,1,17,0,3,7,7,1,1,2,0,1,0,9,1
6,0,33,0,3,1,7,16,1,2,18,5,0,37,1
6,0,33,0,3,1,7,16,1,1,18,5,0,37,1
10,0,32,1,12,8,7,12,1,4,0,5,0,18,1
11,0,27,0,22,10,30,1,1,2,18,2,0,37,0
2,1,17,0,3,0,7,53,1,2,18,7,0,9,0
14,0,32,1,30,9,7,4,1,7,20,1,0,27,0
8,0,17,1,25,7,7,11,1,1,18,4,0,37,0
17,1,17,0,17,7,7,4,1,7,20,3,0,10,0
7,0,17,0,11,8,7,1,1,4,20,7,0,18,0
8,0,27,0,32,8,7,12,1,2,18,4,0,37,0
15,0,17,1,20,8,7,21,1,5,0,5,20,14,0
4,0,55,0,23,11,7,29,1,7,18,4,7,14,0
1,0,27,0,13,7,7,1,1,2,18,1,0,37,0
12,0,34,0,37,11,7,11,1,5,0,4,0,14,0
11,0,23,1,16,6,7,45,1,5,0,2,0,14,0
0,1,72,0,8,9,37,51,1,9,0,4,1,46,0
6,0,17,0,37,11,7,40,1,5,0,4,0,14,0
5,0,32,0,12,10,7,20,1,7,0,4,0,14,0
10,0,17,0,4,6,7,21,1,2,18,5,0,14,0
16,0,27,1,7,6,7,21,1,2,18,2,0,37,0
8,0,27,1,10,5,7,35,1,2,18,5,0,37,0
8,0,17,0,22,8,7,35,1,5,0,5,14,14,0
17,1,27,0,8,5,30,18,1,2,18,0,0,37,0
8,0,17,1,29,10,7,33,1,12,20,5,0,48,0
9,0,17,0,21,11,7,45,1,5,0,5,0,14,0
17,1,27,0,10,5,30,1,1,2,18,0,0,37,0
9,0,15,1,18,8,7,20,1,2,20,5,0,46,0
17,1,27,0,2,4,30,1,1,7,20,0,0,10,0
8,0,17,1,11,5,7,55,1,1,0,1,0,37,0
5,0,17,0,5,2,7,50,1,2,18,2,0,27,0
8,0,27,0,24,5,7,18,1,2,20,1,0,37,0
6,0,17,0,29,11,7,22,1,13,0,4,0,14,0
15,0,23,0,4,7,7,38,1,5,0,5,0,14,0
9,0,67,0,6,8,36,53,1,2,18,5,0,37,0
5,0,32,0,3,5,7,55,1,1,18,8,0,37,0
8,0,23,0,42,11,7,1,1,8,0,4,0,46,0
10,0,27,1,17,6,7,0,1,2,18,5,0,37,0
3,1,27,0,11,3,30,32,0,1,18,7,0,37,0
10,0,27,0,39,7,7,45,1,5,0,1,2,14,0
8,0,55,0,31,11,7,21,1,7,18,5,0,14,0
0,0,27,0,4,3,30,1,1,1,18,1,0,37,0
10,0,17,0,5,2,7,9,2,1,18,1,0,37,0
1,0,27,0,9,3,7,18,1,7,20,0,0,10,0
8,0,72,0,31,7,37,55,1,7,0,5,21,14,0
17,1,27,0,13,4,7,1,1,1,18,0,0,37,0
14,0,32,0,23,11,7,28,1,5,0,5,0,46,0
2,0,67,0,7,6,36,18,1,7,20,0,0,10,0
8,0,17,0,4,3,7,40,1,2,18,2,0,37,0
8,0,17,0,28,11,7,1,1,5,0,5,0,14,0
9,0,72,0,1,7,37,43,1,5,0,8,0,27,0
17,1,27,0,19,4,30,17,1,2,18,3,0,9,0
8,0,27,0,29,8,7,1,1,1,18,4,0,37,0
8,0,23,0,20,7,7,16,1,5,0,5,67,14,0
14,0,27,1,10,5,30,45,1,1,18,1,0,37,0
10,0,27,1,12,4,7,3,1,1,18,2,0,37,0
12,0,72,0,35,10,37,55,1,2,18,2,0,46,0
11,0,17,0,29,11,7,28,1,7,0,5,4,14,0
6,1,57,0,1,4,7,13,1,2,18,7,0,37,0
10,0,17,0,32,6,7,22,1,2,18,1,0,27,0
6,0,17,0,2,2,7,55,1,1,0,8,0,14,0
11,0,23,0,8,8,7,30,1,9,18,5,0,27,0
8,0,17,1,19,7,7,20,1,1,18,4,0,37,0
10,0,17,0,44,10,7,6,0,1,0,5,0,37,0
8,0,17,0,1,3,7,37,1,2,18,4,0,37,0
17,1,27,0,8,0,30,1,1,1,18,0,0,37,0
10,0,32,0,38,11,7,17,1,2,18,2,0,37,0
10,0,32,0,23,11,7,55,1,5,0,4,0,48,0
17,1,72,0,1,2,37,1,1,2,18,0,0,37,0
9,0,35,0,29,9,7,20,1,1,18,5,0,37,0
3,0,67,0,8,6,7,41,1,2,18,8,0,27,0
9,0,67,0,15,6,7,16,1,2,18,5,0,37,0
10,0,32,1,36,11,7,40,1,2,18,5,0,37,0
15,0,17,0,24,9,7,22,1,5,0,5,0,14,0
2,0,17,0,1,11,7,43,1,4,0,4,0,18,0
9,0,17,1,19,7,7,55,1,12,0,2,0,14,0
9,0,55,0,4,10,7,50,1,5,0,8,40,14,0
4,0,27,0,6,5,30,1,1,1,18,1,0,37,0
14,0,23,1,15,6,7,1,1,7,0,5,5,46,0
8,0,55,0,36,10,7,40,1,7,18,4,0,14,0
9,0,23,0,20,9,7,20,1,5,0,5,0,14,0
17,1,23,0,1,11,7,3,1,8,0,3,0,14,0
17,1,27,0,13,2,7,1,1,1,18,0,0,37,0
4,0,17,0,18,10,7,12,1,6,0,4,22,14,0
11,0,17,0,20,10,7,51,1,5,0,5,5,14,0
4,0,67,0,13,8,7,18,1,2,18,1,0,37,0
9,0,23,0,7,10,7,43,1,9,0,4,0,18,0
5,0,17,0,29,9,7,45,1,5,0,4,0,14,0
6,0,17,1,25,6,7,32,0,2,20,5,0,6,0
5,0,27,0,14,5,30,1,1,1,18,1,0,37,0
17,1,27,0,8,5,30,45,1,2,18,0,0,37,0
4,0,17,1,10,5,7,4,1,2,18,5,0,37,0
17,1,17,0,1,0,7,4,1,7,20,3,0,10,0
8,0,17,0,21,8,7,33,1,2,18,5,0,27,0
2,1,27,0,9,5,7,45,1,2,0,0,0,9,0
9,0,55,0,2,5,7,20,1,2,18,5,0,37,0
5,0,17,0,1,3,7,41,1,1,18,4,0,37,0
8,0,17,1,17,7,7,41,1,7,0,4,0,14,0
17,1,17,0,1,7,7,40,1,7,20,7,0,10,0
15,0,17,1,22,6,7,13,1,11,0,8,2,14,0
17,1,27,0,6,2,30,45,1,2,18,0,0,9,0
8,0,17,0,1,9,7,55,1,1,18,1,4,37,0
16,0,17,0,21,7,7,30,1,6,0,5,0,14,0
17,1,27,0,1,2,7,32,0,2,0,0,0,9,0
3,0,17,0,23,9,7,35,1,5,0,5,0,14,0
3,0,17,0,19,5,7,1,1,2,18,4,0,37,0
9,0,23,0,31,11,7,37,1,5,0,5,0,14,0
7,0,17,0,35,10,7,32,0,1,18,5,0,37,0
9,0,72,0,7,10,7,28,1,5,0,4,0,14,0
14,0,17,0,26,7,7,20,1,5,0,5,4,14,0
1,1,27,0,3,5,30,1,1,2,18,7,0,10,0
11,0,32,1,17,6,7,12,1,2,18,1,0,37,0
9,0,17,1,4,3,7,30,1,2,18,5,0,37,0
7,0,72,0,36,11,37,40,1,5,0,5,0,14,0
14,0,17,1,4,5,7,35,1,2,18,5,0,37,0
9,0,32,0,8,8,7,43,1,6,0,5,0,14,0
5,0,17,0,4,5,7,26,1,11,20,5,0,14,0
10,0,17,0,5,9,7,35,1,5,0,5,1,14,0
0,1,23,0,1,7,7,37,1,2,20,7,0,27,0
10,0,27,1,23,5,7,9,2,1,18,1,0,37,0
8,0,17,0,9,5,7,35,1,4,20,5,0,14,0
10,0,27,0,27,8,30,45,1,7,0,5,1,14,0
9,0,17,0,1,4,7,44,0,2,18,1,0,27,0
15,0,17,1,6,6,7,45,1,1,0,5,1,37,0
12,0,17,0,28,11,7,35,1,5,0,5,0,14,0
14,0,17,0,18,9,7,35,1,8,0,5,0,18,0
5,0,32,0,23,9,7,35,1,12,0,5,2,46,0
9,0,17,0,8,7,7,50,1,6,0,8,0,14,0
6,0,67,0,13,7,7,20,1,10,0,5,230,14,0
8,0,27,0,6,7,7,4,1,2,18,1,0,37,0
11,0,17,0,5,8,7,35,1,5,0,5,1,14,0
9,0,17,1,5,3,7,44,1,2,0,2,0,14,0
4,0,32,0,1,6,7,4,1,7,20,5,0,10,0
9,0,17,0,42,10,7,20,1,9,0,5,0,46,0
14,0,17,0,5,9,7,55,1,1,18,2,0,37,0
8,0,27,0,38,11,7,20,1,2,18,4,0,37,0
10,0,32,0,35,10,7,6,0,1,18,5,0,37,0
0,1,17,0,7,7,7,51,1,8,0,7,2,14,0
2,0,17,0,18,8,7,17,1,1,0,1,0,37,0
4,0,67,0,6,6,7,21,1,2,18,5,0,27,0
0,1,27,0,9,4,30,45,1,2,20,0,0,9,0
15,0,17,0,30,9,7,35,1,5,0,4,0,14,0
11,0,17,0,37,11,7,51,1,7,0,5,0,46,0
2,0,17,0,22,5,7,1,1,2,18,5,0,37,0
14,0,55,0,34,11,7,11,1,5,0,5,1,14,0
8,0,68,0,28,8,7,20,1,8,0,5,11,46,0
8,0,22,0,22,9,7,20,1,2,18,4,5,37,0
4,0,27,0,12,5,30,40,1,7,0,5,2,46,0
17,1,17,0,7,10,7,45,1,4,0,4,0,18,0
17,1,27,0,1,5,30,45,1,7,20,0,0,10,0
7,0,27,0,20,7,7,45,1,4,0,5,245,14,0
11,0,17,0,38,8,7,21,1,5,0,5,2,14,0
9,0,17,0,14,11,7,10,1,12,20,4,0,14,0
6,0,17,0,46,11,7,40,1,8,0,4,0,14,0
4,0,27,1,8,1,7,41,1,2,18,7,0,37,0
11,0,27,0,13,10,7,55,1,5,0,2,0,48,0
14,0,72,0,19,6,7,17,1,2,18,4,76,18,0
9,0,55,0,35,10,7,30,1,6,0,5,0,46,0
15,0,33,0,22,11,7,44,1,11,0,2,0,29,0
5,0,17,0,18,11,7,17,1,1,0,4,4,37,0
0,0,32,0,12,10,7,53,1,7,0,4,0,14,0
12,0,55,1,39,11,7,40,1,5,0,1,31,14,0
8,0,27,1,17,4,30,9,2,1,18,1,0,37,0
15,0,17,0,17,9,7,35,1,5,0,5,0,14,0
4,0,17,0,5,3,7,50,1,2,18,2,0,37,0
5,0,17,0,20,8,7,4,1,7,20,5,0,10,0
14,0,17,0,23,8,7,21,1,2,0,5,0,14,0
6,0,6,0,34,11,7,20,1,3,18,5,0,27,0
10,0,17,0,9,7,7,13,1,5,0,5,0,48,0
8,0,17,0,29,9,7,20,1,5,0,5,3,48,0
1,0,17,0,38,11,7,12,1,5,0,5,1,14,0
14,0,68,1,33,9,7,30,1,5,0,5,22,14,0
4,0,55,0,26,11,7,29,1,4,18,4,0,14,0
4,0,67,0,21,10,7,45,1,2,18,4,0,37,0
8,0,17,0,22,8,7,10,1,2,18,5,0,27,0
2,0,67,0,4,6,7,18,1,7,20,1,0,10,0
1,1,27,1,5,3,30,45,1,2,18,7,10,27,0
2,0,17,0,18,8,7,4,1,1,0,1,0,44,0
17,0,35,0,1,7,7,46,1,5,0,3,5,14,0
8,0,27,0,22,6,7,45,1,2,18,1,0,37,0
7,0,27,0,4,4,30,9,2,2,18,1,0,37,0
1,0,17,0,54,11,7,35,1,5,0,4,0,48,0
9,0,17,0,2,5,7,37,1,7,18,8,0,18,0
8,0,27,1,14,4,30,45,1,2,18,0,0,37,0
8,0,17,0,32,10,7,6,0,1,18,4,0,37,0
11,0,17,1,14,5,7,21,1,2,18,2,0,37,0
9,0,17,0,34,10,7,35,1,8,0,5,0,14,0
6,0,27,0,10,5,7,45,1,1,18,5,0,37,0
17,0,27,0,34,11,7,41,1,2,18,1,0,14,0
7,0,32,0,48,11,7,1,1,2,18,5,0,37,0
14,0,32,1,31,9,7,35,1,7,20,1,0,10,0
6,0,17,0,36,11,7,43,1,5,0,5,0,14,0
9,0,17,0,32,10,7,21,1,2,18,5,0,18,0
17,1,17,0,5,2,7,17,1,2,18,7,0,27,0
9,0,68,0,4,10,7,30,1,2,0,5,40,14,0
2,0,17,0,17,10,7,21,1,5,0,5,0,48,0
17,1,35,0,8,5,7,29,1,8,0,4,0,14,0
8,0,27,0,15,5,30,18,1,2,18,1,0,37,0
17,1,27,0,8,6,30,18,1,1,18,0,0,37,0
4,0,17,1,16,5,7,12,1,2,18,5,0,37,0
14,0,17,0,23,8,7,40,1,2,18,8,0,14,0
2,0,17,0,14,11,7,11,1,5,0,5,0,46,0
8,0,17,1,13,5,7,20,1,1,18,5,0,37,0
9,0,17,1,9,5,7,9,2,2,18,2,0,37,0
6,0,32,0,38,10,7,6,1,4,20,5,0,14,0
14,0,68,0,18,7,7,43,1,6,0,8,0,46,0
8,0,17,0,39,10,7,35,1,8,0,5,2,46,0
2,1,27,0,1,4,30,20,1,2,18,7,0,10,0
1,1,27,0,9,5,30,1,1,2,18,1,0,37,0
9,0,23,0,26,10,7,20,1,9,18,5,0,46,0
15,0,17,0,31,8,7,40,1,8,0,5,24,14,0
7,0,32,0,1,3,7,30,1,1,18,1,0,37,0
14,0,17,0,23,9,7,20,1,5,0,5,0,14,0
14,0,35,1,19,6,7,50,1,2,18,2,0,37,0
8,0,17,1,23,7,7,41,1,2,18,4,0,37,0
17,1,72,0,1,0,37,45,1,2,18,0,0,37,0
3,1,38,1,3,8,7,12,1,2,18,1,0,37,0
5,0,55,0,9,11,7,48,1,10,0,5,0,46,0
9,0,17,0,31,11,7,1,1,5,0,2,0,14,0
1,1,27,1,11,6,30,45,1,2,18,7,0,27,0
6,0,27,0,14,5,30,1,1,1,18,1,0,37,0
9,0,55,0,30,7,7,20,1,2,18,5,0,27,0
15,0,17,0,24,9,7,11,1,5,0,5,0,14,0
16,0,17,0,24,7,7,30,1,6,0,5,0,14,0
16,0,17,0,37,11,7,20,1,5,0,5,5,48,0
1,0,27,0,21,8,7,18,1,6,20,1,0,46,0
11,0,17,0,30,10,7,35,1,2,18,5,0,18,0
17,1,72,0,2,2,37,13,1,2,18,7,0,37,0
8,0,72,0,12,11,37,37,1,8,0,5,8,14,0
9,0,17,1,13,7,7,24,1,2,18,5,0,37,0
12,0,72,0,17,8,37,13,1,7,0,5,1,27,0
6,0,17,0,30,11,7,20,1,3,18,5,0,29,0
10,0,17,0,21,9,7,18,1,2,18,5,0,27,0
0,0,27,1,18,6,30,1,1,2,18,1,0,37,0
17,1,27,0,12,3,30,18,1,7,20,0,0,10,0
7,0,27,0,40,11,7,20,1,7,0,5,152,14,0
17,0,27,0,6,6,30,45,1,3,18,5,0,37,0
4,0,27,0,18,5,7,45,1,1,18,5,0,37,0
10,0,27,0,4,8,7,54,1,1,0,8,0,37,0
2,0,27,0,1,1,30,45,1,1,18,1,0,37,0
14,0,55,0,16,8,7,45,1,8,0,5,0,46,0
8,0,17,0,21,6,7,20,1,5,0,4,71,14,0
9,0,32,0,13,6,7,27,1,2,18,5,0,37,0
6,0,17,0,38,10,7,20,1,5,0,4,0,14,0
17,0,27,0,30,5,30,45,1,1,18,1,0,37,0
15,0,17,0,18,9,7,35,1,5,0,5,1,14,0
10,0,11,0,2,7,7,43,1,8,0,5,0,27,0
5,0,32,0,35,9,7,1,1,5,0,4,0,46,0
4,0,27,0,7,3,7,18,1,7,20,4,0,10,0
11,0,27,0,30,10,30,1,1,8,0,5,0,46,0
9,0,72,0,39,11,37,11,1,5,18,5,0,14,0
17,1,27,0,6,5,30,45,1,2,0,0,0,37,0
17,0,72,0,18,11,37,45,1,7,20,4,0,14,0
10,0,17,0,4,6,7,21,1,2,18,5,0,14,0
14,0,17,0,29,10,7,51,1,5,0,5,3,14,0
