Year Of Residence,reward program,Age,Income,Home Ownership,County,dummy for Children,Ethnicity,Language,City,Deliveryperiod,Source Channel,weekly fee,Nielsen Prizm,is_churned
-1.0671157771500965,-0.11590048533580517,-1.504528426133865,-0.729433053741288,1.0,0.0,0.0,23.0,12.0,32.0,0.0,6.0,11.0,1.0,1
0.046968348777093265,-0.11590048533580517,0.03455663686765811,5.485382833590514,0.0,1.0,1.0,72.0,37.0,38.0,18.0,37.0,2.0,5.0,0
-0.5529231036452397,-0.11590048533580517,-0.35021462888272265,0.11152974182804704,0.0,1.0,1.0,33.0,7.0,21.0,18.0,37.0,2.0,5.0,0
0.8182573590343785,-0.012402585485379437,0.4193279026180389,0.775463579347344,0.0,1.0,0.0,17.0,7.0,28.0,18.0,27.0,4.0,5.0,1
0.8182573590343785,-0.11590048533580517,0.5475849912014991,-0.4813641222763307,0.0,1.0,0.0,33.0,7.0,42.0,20.0,9.0,12.0,4.0,0
-0.2958267668928113,-0.11590048533580517,-0.35021462888272265,3.4311635200919888,0.0,1.0,1.0,55.0,7.0,25.0,18.0,37.0,1.0,2.0,1
-0.8100194403976682,-0.11590048533580517,1.445384611285721,0.3328469225565699,0.0,1.0,0.0,17.0,7.0,43.0,7.0,9.0,6.0,8.0,1
0.7325585801169023,-0.11590048533580517,-0.35021462888272265,3.431154667758853,0.0,1.0,1.0,27.0,7.0,42.0,18.0,37.0,2.0,2.0,1
-0.9814169982326204,-0.11590048533580517,-0.41434317317445274,0.554155250951957,0.0,1.0,0.0,11.0,7.0,21.0,18.0,29.0,6.0,5.0,1
-0.6386218825627158,-0.012402585485379437,0.8040991683684195,-0.5523863910249783,0.0,1.0,0.0,32.0,7.0,21.0,0.0,43.0,4.0,1.0,0
-0.5529231036452397,-0.11590048533580517,-0.029571907424072015,0.31393833897846807,0.0,1.0,0.0,17.0,7.0,28.0,18.0,46.0,6.0,4.0,1
0.9896549168693308,-0.11590048533580517,0.3551993583263087,4.821953579059959,0.0,1.0,0.0,23.0,7.0,28.0,0.0,14.0,13.0,5.0,1
0.8182573590343785,-0.012402585485379437,1.2529989784105304,0.3328380702234341,0.0,1.0,0.0,17.0,7.0,28.0,1.0,27.0,13.0,5.0,1
0.21836590661204555,-0.11590048533580517,-0.09370045171580214,3.431154667758853,0.0,1.0,1.0,17.0,7.0,4.0,20.0,46.0,6.0,2.0,1
-0.21012798797533516,-0.11590048533580517,0.9964848012436099,0.5541463986188212,0.0,1.0,0.0,17.0,7.0,21.0,0.0,14.0,8.0,8.0,1
-1.0671157771500965,-0.11590048533580517,-1.568656970425595,1.2180713838049821,0.0,1.0,0.0,72.0,37.0,25.0,18.0,46.0,4.0,2.0,1
-0.5529231036452397,-0.11590048533580517,-1.568656970425595,-0.8179652374325787,1.0,1.0,0.0,17.0,7.0,21.0,0.0,46.0,6.0,7.0,1
-0.5529231036452397,-0.11590048533580517,0.6758420797849594,-0.19830191792549484,0.0,1.0,0.0,33.0,7.0,0.0,0.0,39.0,3.0,7.0,1
-0.12442920905785901,-0.11590048533580517,-0.6708573503413733,2.5459302065104406,0.0,1.0,1.0,17.0,7.0,25.0,20.0,18.0,3.0,2.0,1
1.0753536957868068,-0.11590048533580517,1.3171275227022605,1.2180713838049821,0.0,1.0,0.0,32.0,7.0,0.0,18.0,18.0,2.0,8.0,0
0.5611610222819501,-0.11590048533580517,-0.2860860845909925,3.431154667758853,0.0,1.0,1.0,60.0,7.0,21.0,0.0,37.0,6.0,5.0,1
-0.9814169982326204,-0.11590048533580517,0.6117135354932293,0.5889891818413909,1.0,1.0,0.0,33.0,17.0,25.0,0.0,47.0,11.0,4.0,1
-0.8100194403976682,-0.11590048533580517,0.29107081403457863,0.3328469225565699,1.0,1.0,0.0,55.0,7.0,25.0,0.0,6.0,7.0,4.0,1
-0.8100194403976682,-0.11590048533580517,1.5736416998691811,-0.19254790138721478,1.0,1.0,0.0,17.0,7.0,25.0,18.0,37.0,1.0,4.0,1
-1.0671157771500965,-0.11590048533580517,-0.6708573503413733,0.775463579347344,1.0,1.0,0.0,20.0,7.0,25.0,12.0,47.0,6.0,4.0,1
-0.8957182193151443,-0.11590048533580517,1.509513155577451,0.11153859416118285,1.0,1.0,0.0,35.0,7.0,25.0,0.0,14.0,8.0,4.0,1
-0.2958267668928113,0.09109531436504631,1.1888704341188003,1.2180713838049821,0.0,1.0,0.0,55.0,7.0,25.0,0.0,46.0,9.0,4.0,0
0.6468598011994262,-0.11590048533580517,0.03455663686765811,1.660696892928892,0.0,1.0,1.0,33.0,7.0,42.0,0.0,14.0,10.0,2.0,1
-0.6386218825627158,-0.11590048533580517,-1.8251711475925154,-0.7294419060744238,1.0,1.0,0.0,4.0,7.0,21.0,0.0,9.0,8.0,7.0,1
-0.8100194403976682,-0.11590048533580517,-0.41434317317445274,2.5459213541773047,0.0,1.0,1.0,35.0,7.0,28.0,0.0,43.0,5.0,5.0,0
0.1326671276945694,-0.11590048533580517,-0.7991144389248335,1.2180713838049821,0.0,1.0,0.0,23.0,7.0,43.0,18.0,37.0,4.0,8.0,1
0.30406468552952165,-0.11590048533580517,0.8040991683684195,-0.8179652374325787,0.0,1.0,0.0,32.0,7.0,21.0,18.0,37.0,1.0,7.0,1
1.161052474704283,-0.11590048533580517,-0.029571907424072015,0.5541463986188212,0.0,1.0,1.0,34.0,7.0,28.0,20.0,18.0,4.0,5.0,1
1.4181488114567116,-0.11590048533580517,1.509513155577451,-0.1097697342342042,0.0,1.0,0.0,11.0,7.0,21.0,20.0,37.0,2.0,5.0,1
0.5611610222819501,-0.11590048533580517,0.22694226974284848,0.3328469225565699,0.0,1.0,0.0,17.0,7.0,21.0,0.0,46.0,12.0,5.0,1
-0.8100194403976682,-0.11590048533580517,-1.055628616091754,0.5541463986188212,0.0,1.0,0.0,11.0,3.0,21.0,20.0,27.0,7.0,5.0,1
-0.038730430140382875,-0.11590048533580517,0.9964848012436099,0.11152974182804704,0.0,1.0,0.0,32.0,7.0,29.0,0.0,14.0,7.0,4.0,1
