HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
"$  70,000 - $79,999",OWNER,Irish,Y,5,25-29,English,NEWPORT BEACH,ORANGE,$4.00 - $4.99,7day,FM,0,CustCall,1
"$175,000 - $199,999",OWNER,English,Y,28,55-59,English,IRVINE,ORANGE,$1.00 - $1.99,sunonly,MW,0,CustCall,1
"$  30,000 - $39,999",RENTER,English,N,2,65-69,English,IRVINE,ORANGE,$0.01 - $0.50,thu-sun,MW,0,Crew,1
"$175,000 - $199,999",OWNER,German,N,28,75 years or more,English,LAGUNA NIGUEL,ORANGE,$3.00 - $3.99,7day,MW,6,CustCall,0
"$300,000 - $399,999",OWNER,Romanian,Y,6,50-54,English,IRVINE,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,22,55-59,English,IRVINE,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$125,000 - $149,999",OWNER,English,N,3,40-44,English,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,satsun,FW,0,CustCall,1
"$125,000 - $149,999",OWNER,English,N,25,65-69,English,IRVINE,ORANGE,$0 - $0.01,thu-sun,MM,0,CircAdm,1
"$400,000 - $499,999",OWNER,Hispanic,N,2,35-39,English,FOOTHILL RANCH,ORANGE,$2.00 - $2.99,sooooos,FW,0,System,1
"$125,000 - $149,999",OWNER,Irish,N,2,40-44,English,LADERA RANCH,ORANGE,$4.00 - $4.99,7day,FW,0,Crew,1
"$150,000 - $174,999",OWNER,Persian,N,13,55-59,English,LAGUNA NIGUEL,ORANGE,$0.51 - $0.99,soooooo,MW,0,TeleIn,1
"$200,000 - $249,999",OWNER,Jewish,Y,2,35-39,English,SAN CLEMENTE,ORANGE,$2.00 - $2.99,soooooo,FW,0,Internet,1
"$125,000 - $149,999",OWNER,French,N,20,40-44,English,IRVINE,ORANGE,$0.01 - $0.50,thu-sun,YW,0,Partner,0
"$500,000 Plus",OWNER,English,N,14,55-59,English,IRVINE,ORANGE,$10.00 - $10.99,7day,MW,0,RetenIn,0
"$  80,000 - $89,999",OWNER,French,Y,15,30-34,English,ORANGE,ORANGE,$1.00 - $1.99,7day,FW,80,System,0
"$  60,000 - $69,999",RENTER,Hispanic,N,1,25-29,English,SIGNAL HILL,LOS ANGELES,$0.01 - $0.50,thu-sun,YM,0,Crew,1
"$175,000 - $199,999",OWNER,Hispanic,Y,15,45-49,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,FW,25,CustCall,0
"$125,000 - $149,999",OWNER,Hispanic,N,10,45-49,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FM,0,TeleOut,1
"$300,000 - $399,999",OWNER,Hispanic,N,12,50-54,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  90,000 - $99,999",OWNER,English,N,36,60-64,English,FULLERTON,ORANGE,$2.00 - $2.99,7day,FE,1,TeleIn,0
"$300,000 - $399,999",OWNER,Filipino (Philippine),Y,34,70-74,English,FULLERTON,ORANGE,$5.00 - $5.99,7day,MW,0,TeleIn,0
"$  40,000 - $49,999",RENTER,English,N,16,50-54,English,LA HABRA,ORANGE,$0.01 - $0.50,sunonly,YM,0,Crew,0
"$  50,000 - $59,999",RENTER,Hispanic,N,19,50-54,English,LA HABRA,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$100,000 - $124,999",OWNER,German,N,28,55-59,English,CORONA,RIVERSIDE,$4.00 - $4.99,thu-sun,FM,0,CircAdm,1
"$150,000 - $174,999",OWNER,Indian,N,9,50-54,Hindi,DIAMOND BAR,LOS ANGELES,$1.00 - $1.99,thu-sun,MW,0,DirectMl,1
"Under $20,000",OWNER,English,N,9,70-74,English,SEAL BEACH,ORANGE,$5.00 - $5.99,7day,ME,0,CustCall,0
"$  20,000 - $29,999",RENTER,unknown,N,1,30-34,unknown,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,0
"$125,000 - $149,999",OWNER,Welsh,N,6,70-74,English,SAN CLEMENTE,ORANGE,$5.00 - $5.99,7day,MM,0,DirectMl,0
"$150,000 - $174,999",OWNER,English,Y,13,50-54,English,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sun,MW,0,CustCall,1
"$  80,000 - $89,999",OWNER,Hispanic,N,13,40-44,Spanish,ORANGE,ORANGE,$0 - $0.01,thu-sun,FW,0,CircAdm,1
"$100,000 - $124,999",RENTER,Indian,N,1,35-39,Hindi,IRVINE,ORANGE,$1.00 - $1.99,thu-sun,YM,0,Crew,1
"$  90,000 - $99,999",OWNER,Polish,Y,17,65-69,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,7day,MW,0,System,0
"$  20,000 - $29,999",OWNER,Hispanic,N,6,30-34,Spanish,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,FM,0,Crew,1
"$  40,000 - $49,999",OWNER,Hispanic,Y,29,60-64,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,7day,MW,0,TeleOut,1
"$100,000 - $124,999",RENTER,Vietnamese,N,6,55-59,Vietnamese,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  60,000 - $69,999",OWNER,Scottish (Scotch),N,23,75 years or more,English,YORBA LINDA,ORANGE,$8.00 - $8.99,7day,MM,0,VRU,0
"$  90,000 - $99,999",OWNER,Vietnamese,N,26,55-59,English,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  50,000 - $59,999",RENTER,Hispanic,N,2,25-29,Spanish,SANTA ANA,ORANGE,$7.00 - $7.99,7day,FM,0,CustCall,0
"$300,000 - $399,999",OWNER,Scottish (Scotch),Y,32,70-74,English,WHITTIER,LOS ANGELES,$10.00 - $10.99,7day,FW,41,CustCall,0
"Under $20,000",RENTER,Hispanic,Y,13,35-39,Spanish,TUSTIN,ORANGE,$3.00 - $3.99,thu-sun,FE,0,Kiosk1,1
"$  30,000 - $39,999",RENTER,Hispanic,N,13,45-49,Spanish,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,thu-sun,FE,0,Crew,1
"$  30,000 - $39,999",RENTER,Hispanic,N,6,25-29,Spanish,HUNTINGTON BEACH,ORANGE,$0.51 - $0.99,thu-sun,FE,0,TeleOut,1
"$100,000 - $124,999",OWNER,Irish,Y,2,45-49,English,YORBA LINDA,ORANGE,$2.00 - $2.99,sunonly,YW,0,Internet,1
"Under $20,000",RENTER,Hispanic,N,2,45-49,Spanish,TUSTIN,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,4,30-34,Spanish,TUSTIN,ORANGE,$2.00 - $2.99,thu-sun,FE,0,Crew,1
"$  20,000 - $29,999",RENTER,German,N,1,35-39,German,LAKE FOREST,ORANGE,$3.00 - $3.99,soooooo,YM,0,TeleIn,1
"$125,000 - $149,999",OWNER,Hispanic,N,19,60-64,Spanish,FULLERTON,ORANGE,$4.00 - $4.99,7day,MM,0,TeleIn,1
"$  20,000 - $29,999",RENTER,Hispanic,N,8,40-44,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FE,0,Crew,1
"$200,000 - $249,999",OWNER,German,N,20,70-74,English,FULLERTON,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$150,000 - $174,999",OWNER,English,N,4,35-39,English,PLACENTIA,ORANGE,$3.00 - $3.99,7day,MW,0,CustCall,1
"$  70,000 - $79,999",OWNER,English,Y,15,55-59,English,NEWPORT BEACH,ORANGE,$3.00 - $3.99,7day,MM,0,DirectMl,0
"$  80,000 - $89,999",OWNER,Jewish,Y,17,55-59,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,sunonly,FM,0,TeleIn,1
"Under $20,000",RENTER,Hispanic,N,10,45-49,Spanish,TUSTIN,ORANGE,$4.00 - $4.99,thu-sun,FE,0,Crew,1
"$  50,000 - $59,999",RENTER,Italian,Y,1,40-44,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7day,YM,0,Internet,1
"$  50,000 - $59,999",OWNER,English,N,46,25-29,English,FULLERTON,ORANGE,$3.00 - $3.99,7day,YW,0,CustCall,0
"$  40,000 - $49,999",OWNER,Hispanic,N,7,55-59,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,YM,0,Event,1
"$125,000 - $149,999",OWNER,English,N,17,75 years or more,English,YORBA LINDA,ORANGE,$10.00 - $10.99,7day,FM,0,VRU,0
"$  90,000 - $99,999",RENTER,Vietnamese,N,2,60-64,English,TUSTIN,ORANGE,$1.00 - $1.99,sunonly,YM,0,Internet,1
"$  80,000 - $89,999",OWNER,Slovakian (Slovak),N,52,75 years or more,English,YORBA LINDA,ORANGE,$3.00 - $3.99,7day,MM,9,VRU,0
"$  20,000 - $29,999",RENTER,English,N,14,55-59,English,FOUNTAIN VALLEY,ORANGE,$0.51 - $0.99,sunonly,ME,0,System,1
"$150,000 - $174,999",OWNER,unknown,Y,8,50-54,unknown,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,0
"$  70,000 - $79,999",RENTER,Hispanic,N,20,50-54,Spanish,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$175,000 - $199,999",OWNER,Irish,N,35,70-74,English,SEAL BEACH,ORANGE,$4.00 - $4.99,7day,MW,0,INTERNET,1
"$  90,000 - $99,999",OWNER,English,N,4,35-39,English,COSTA MESA,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,0
"$  40,000 - $49,999",OWNER,Hispanic,N,24,50-54,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$300,000 - $399,999",OWNER,English,N,39,75 years or more,English,ANAHEIM,ORANGE,$6.00 - $6.99,7day,MM,0,TeleIn,0
"$  70,000 - $79,999",OWNER,unknown,N,48,75 years or more,unknown,FULLERTON,ORANGE,$6.00 - $6.99,7day,MM,0,CustCall,1
"$100,000 - $124,999",OWNER,unknown,N,1,30-34,unknown,COSTA MESA,ORANGE,$1.00 - $1.99,sunonly,MW,0,TeleOut,1
"$100,000 - $124,999",OWNER,Hispanic,N,22,45-49,English,SANTA ANA,ORANGE,$0 - $0.01,7day,FM,0,Partner,0
"Under $20,000",OWNER,German,N,25,75 years or more,English,SEAL BEACH,ORANGE,$10.00 - $10.99,7day,ME,0,VRU,1
"Under $20,000",OWNER,Hispanic,N,8,45-49,Spanish,SANTA ANA,ORANGE,$0 - $0.01,7day,MW,0,Partner,0
"$  30,000 - $39,999",OWNER,Hispanic,N,6,75 years or more,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FM,0,TeleIn,1
"$150,000 - $174,999",OWNER,Austrian,N,1,30-34,English,YORBA LINDA,ORANGE,$1.00 - $1.99,sunonly,MW,0,TeleIn,1
"$125,000 - $149,999",OWNER,Irish,N,30,55-59,English,YORBA LINDA,ORANGE,$2.00 - $2.99,sooooos,YW,0,TeleIn,1
"$300,000 - $399,999",OWNER,Irish,Y,9,45-49,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$  50,000 - $59,999",RENTER,Swedish,N,3,70-74,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$250,000 - $299,999",OWNER,Indian,N,5,40-44,Hindi,CERRITOS,LOS ANGELES,$0 - $0.01,sunonly,YM,0,Partner,1
"$100,000 - $124,999",OWNER,French,Y,10,45-49,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,YW,0,Partner,0
"$  80,000 - $89,999",OWNER,English,N,31,60-64,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  20,000 - $29,999",RENTER,English,Y,6,25-29,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,0
"Under $20,000",OWNER,Hispanic,N,16,50-54,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,0
"$  50,000 - $59,999",RENTER,Chinese,N,7,25-29,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7day,YM,0,Crew,1
"$  40,000 - $49,999",RENTER,French,Y,8,30-34,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,7day,YM,0,Partner,1
"$300,000 - $399,999",OWNER,Vietnamese,Y,10,50-54,English,FOUNTAIN VALLEY,ORANGE,$2.00 - $2.99,thu-sun,MW,0,CustCall,1
"$  40,000 - $49,999",RENTER,English,N,4,55-59,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  30,000 - $39,999",RENTER,Hispanic,N,14,60-64,Spanish,TUSTIN,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  70,000 - $79,999",OWNER,Irish,Y,20,50-54,English,FULLERTON,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  20,000 - $29,999",RENTER,Hispanic,N,1,35-39,Spanish,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,sunonlyt,FE,0,TeleOut,1
"$  90,000 - $99,999",OWNER,English,N,43,75 years or more,English,YORBA LINDA,ORANGE,$10.00 - $10.99,7day,MM,0,CustCall,0
"$150,000 - $174,999",OWNER,Swedish,Y,35,60-64,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,7day,FM,0,Crew,1
"$100,000 - $124,999",OWNER,Hispanic,N,37,50-54,English,FOUNTAIN VALLEY,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$  60,000 - $69,999",OWNER,Japanese,N,11,70-74,Japanese,CERRITOS,LOS ANGELES,$0.51 - $0.99,thu-sun,MW,0,TeleIn,1
"$  90,000 - $99,999",OWNER,Swedish,N,38,65-69,English,CERRITOS,LOS ANGELES,$3.00 - $3.99,sooooos,MW,0,CustCall,1
"$  80,000 - $89,999",OWNER,Chinese,N,31,50-54,Chinese,FOUNTAIN VALLEY,ORANGE,$5.00 - $5.99,7day,MW,0,CustCall,1
"$  40,000 - $49,999",OWNER,English,N,44,70-74,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,sunonly,MW,0,DirectMl,0
"$125,000 - $149,999",OWNER,Vietnamese,N,21,65-69,Vietnamese,FOUNTAIN VALLEY,ORANGE,$3.00 - $3.99,7day,MW,1,TeleIn,1
"$150,000 - $174,999",OWNER,Chinese,N,4,30-34,English,CERRITOS,LOS ANGELES,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,English,Y,21,45-49,English,FULLERTON,ORANGE,$0 - $0.01,7day,MM,0,Partner,1
"$  70,000 - $79,999",RENTER,Hispanic,N,2,45-49,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sun,FM,0,Crew,1
"$100,000 - $124,999",OWNER,Chinese,N,1,35-39,English,PLACENTIA,ORANGE,$0.51 - $0.99,soootfs,MW,3,System,1
"$  20,000 - $29,999",OWNER,Irish,N,39,65-69,English,FULLERTON,ORANGE,$0.01 - $0.50,thu-sun,MM,0,Crew,1
"$  20,000 - $29,999",OWNER,Chinese,Y,30,75 years or more,English,FOUNTAIN VALLEY,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$125,000 - $149,999",OWNER,Hispanic,Y,19,45-49,Spanish,PLACENTIA,ORANGE,$2.00 - $2.99,fri-sun,FM,0,CustCall,1
"$  80,000 - $89,999",OWNER,Hispanic,Y,22,45-49,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$300,000 - $399,999",OWNER,Japanese,Y,17,55-59,English,YORBA LINDA,ORANGE,$10.00 - $10.99,7day,FW,0,Internet,0
"$  60,000 - $69,999",RENTER,Latvian,Y,23,50-54,English,FOUNTAIN VALLEY,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  90,000 - $99,999",OWNER,Hispanic,Y,26,60-64,Spanish,FOUNTAIN VALLEY,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$125,000 - $149,999",OWNER,Hispanic,N,10,40-44,Spanish,PLACENTIA,ORANGE,$2.00 - $2.99,thu-sun,FW,0,System,1
"$  40,000 - $49,999",OWNER,Hispanic,N,22,65-69,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,soooooo,FE,0,TeleOut,1
"$125,000 - $149,999",OWNER,Dutch,Y,19,45-49,English,HUNTINGTON BEACH,ORANGE,$7.00 - $7.99,7day,FM,0,TeleIn,0
"$  70,000 - $79,999",OWNER,Welsh,N,9,65-69,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,satsun,MW,0,CustCall,1
"$400,000 - $499,999",OWNER,Hispanic,N,23,60-64,English,SAN CLEMENTE,ORANGE,$0.01 - $0.50,sunonly,MW,0,TeleIn,0
"$175,000 - $199,999",OWNER,Italian,N,40,60-64,English,SANTA ANA,ORANGE,$3.00 - $3.99,soootfs,MW,0,Crew,1
"$  20,000 - $29,999",RENTER,Scottish (Scotch),N,7,25-29,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,0
"$100,000 - $124,999",OWNER,unknown,N,1,45-49,unknown,YORBA LINDA,ORANGE,$2.00 - $2.99,fri-sun,YW,0,DirectMl,1
"Under $20,000",OWNER,Scottish (Scotch),N,15,65-69,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$175,000 - $199,999",OWNER,Portuguese,Y,23,75 years or more,English,YORBA LINDA,ORANGE,$0 - $0.01,sunonly,YW,0,Partner,1
"$  40,000 - $49,999",RENTER,English,N,1,35-39,English,FOUNTAIN VALLEY,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$200,000 - $249,999",OWNER,unknown,Y,22,60-64,unknown,YORBA LINDA,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,0
"$  40,000 - $49,999",RENTER,Welsh,N,2,35-39,English,BREA,ORANGE,$0.01 - $0.50,sunonly,YM,0,Internet,0
"$  80,000 - $89,999",RENTER,English,N,28,55-59,English,BREA,ORANGE,$2.00 - $2.99,sunonly,YM,0,Kiosk,1
"$  50,000 - $59,999",RENTER,Welsh,N,1,30-34,English,BREA,ORANGE,$2.00 - $2.99,thu-sun,FE,0,System,1
"$  60,000 - $69,999",RENTER,Indian,N,9,35-39,English,BREA,ORANGE,$2.00 - $2.99,fri-sun,YM,0,Crew,1
"$  60,000 - $69,999",RENTER,Persian,N,4,40-44,Farsi (Persian),BREA,ORANGE,$2.00 - $2.99,7day,FE,0,Crew,1
"$  40,000 - $49,999",RENTER,Hispanic,N,1,25-29,Spanish,BREA,ORANGE,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$  80,000 - $89,999",RENTER,Hispanic,N,4,50-54,Spanish,BREA,ORANGE,$2.00 - $2.99,7day,YM,0,CircAdm,1
"Under $20,000",RENTER,Italian,N,7,70-74,English,SANTA ANA,ORANGE,$1.00 - $1.99,thu-sun,FE,0,TeleOut,1
"Under $20,000",RENTER,Italian,N,7,70-74,English,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FE,0,TeleIn,1
"$200,000 - $249,999",OWNER,Irish,Y,29,65-69,English,FULLERTON,ORANGE,$1.00 - $1.99,sunonly,FW,0,CustCall,1
"Under $20,000",OWNER,Vietnamese,N,6,55-59,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$  50,000 - $59,999",OWNER,Hispanic,N,5,45-49,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  30,000 - $39,999",OWNER,Hispanic,N,18,55-59,Spanish,SANTA ANA,ORANGE,$5.00 - $5.99,7day,FE,0,TeleOut,1
"$  50,000 - $59,999",RENTER,Scottish (Scotch),N,1,25-29,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7day,ME,0,Crew,1
"$  50,000 - $59,999",RENTER,Portuguese,N,1,30-34,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,thu-sun,ME,0,TeleIn,1
"$  40,000 - $49,999",RENTER,Irish,N,4,65-69,English,HUNTINGTON BEACH,ORANGE,$0.51 - $0.99,7day,YM,0,CustCall,1
"$  50,000 - $59,999",RENTER,Japanese,N,1,60-64,Japanese,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,sunonly,YM,0,Crew,1
"$175,000 - $199,999",OWNER,Chinese,N,37,65-69,Chinese,YORBA LINDA,ORANGE,$0.01 - $0.50,thu-sun,YW,0,Crew,1
"$  50,000 - $59,999",RENTER,English,N,13,45-49,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,satsun,YM,0,DirectMl,1
"$  60,000 - $69,999",OWNER,unknown,Y,25,50-54,unknown,COSTA MESA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$300,000 - $399,999",OWNER,Scottish (Scotch),N,13,55-59,English,NEWPORT BEACH,ORANGE,$5.00 - $5.99,7day,YW,0,CustCall,1
"$500,000 Plus",OWNER,Italian,N,20,50-54,English,NEWPORT BEACH,ORANGE,$5.00 - $5.99,7day,MW,1,System,0
"$125,000 - $149,999",OWNER,Hispanic,Y,29,45-49,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$  90,000 - $99,999",OWNER,English,N,7,40-44,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,sunonly,MM,0,Crew,1
"$100,000 - $124,999",OWNER,Korean,N,1,45-49,English,FULLERTON,ORANGE,$3.00 - $3.99,soootfs,MW,0,TeleOut,1
"$150,000 - $174,999",OWNER,Welsh,Y,20,60-64,English,YORBA LINDA,ORANGE,$1.00 - $1.99,7day,YW,0,Kiosk,1
"$150,000 - $174,999",OWNER,German,N,37,75 years or more,English,FOUNTAIN VALLEY,ORANGE,$8.00 - $8.99,7day,FM,0,CustCall,1
"$400,000 - $499,999",RENTER,Hispanic,N,15,50-54,English,LONG BEACH,LOS ANGELES,$0 - $0.01,sunonly,YM,0,Partner,1
"$  70,000 - $79,999",RENTER,Scottish (Scotch),N,5,50-54,English,LONG BEACH,LOS ANGELES,$1.00 - $1.99,7day,YM,0,TeleIn,1
"$  40,000 - $49,999",OWNER,Irish,N,43,75 years or more,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MM,0,CustCall,1
"$  90,000 - $99,999",OWNER,unknown,Y,3,45-49,unknown,FULLERTON,ORANGE,$2.00 - $2.99,soootfs,MM,0,DirectMl,1
"$  50,000 - $59,999",RENTER,Portuguese,N,6,40-44,Portuguese,ANAHEIM,ORANGE,$1.00 - $1.99,sooooos,FE,0,CircAdm,1
"$  50,000 - $59,999",RENTER,Hispanic,Y,7,50-54,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  50,000 - $59,999",OWNER,Welsh,N,24,60-64,English,FOUNTAIN VALLEY,ORANGE,$3.00 - $3.99,sunonly,FE,0,DirectMl,0
"$150,000 - $174,999",OWNER,Polish,Y,24,55-59,English,HUNTINGTON BEACH,ORANGE,$7.00 - $7.99,7day,MW,0,TeleIn,1
"Under $20,000",OWNER,Chinese,N,1,25-29,Chinese,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,FE,0,Crew1,0
"$  40,000 - $49,999",RENTER,Welsh,N,7,65-69,English,TUSTIN,ORANGE,$10.00 - $10.99,7day,FE,0,CustCall,0
"$  20,000 - $29,999",RENTER,English,N,1,25-29,English,IRVINE,ORANGE,$0.01 - $0.50,7day,YW,2,AdvAdm,1
"Under $20,000",RENTER,Hispanic,N,1,30-34,English,LONG BEACH,LOS ANGELES,$0 - $0.01,sunonly,MM,0,Partner,1
"$150,000 - $174,999",OWNER,English,Y,10,45-49,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MW,0,Crew,1
"$300,000 - $399,999",OWNER,unknown,Y,14,40-44,unknown,SANTA ANA,ORANGE,$0 - $0.01,sunonly,YW,0,Partner,0
"$  20,000 - $29,999",OWNER,Hispanic,Y,20,70-74,English,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,MW,0,TeleOut,1
"$  50,000 - $59,999",RENTER,Hispanic,N,1,30-34,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,TeleOut,0
"$100,000 - $124,999",OWNER,English,N,7,35-39,English,COSTA MESA,ORANGE,$0.51 - $0.99,sunonly,YM,0,Internet,1
"$125,000 - $149,999",OWNER,Hispanic,N,9,45-49,Spanish,TUSTIN,ORANGE,$4.00 - $4.99,7day,FM,0,Crew,1
"$125,000 - $149,999",OWNER,Hispanic,Y,5,35-39,English,TUSTIN,ORANGE,$2.00 - $2.99,sunonly,FM,0,TeleIn,1
"$100,000 - $124,999",RENTER,Hispanic,N,5,50-54,Spanish,TUSTIN,ORANGE,$0.01 - $0.50,thu-sun,FM,0,Crew,1
"$200,000 - $249,999",OWNER,Welsh,Y,6,45-49,English,ORANGE,ORANGE,$3.00 - $3.99,sunonly,YW,0,OutMedia,1
"$  30,000 - $39,999",OWNER,Vietnamese,N,1,35-39,Vietnamese,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$  40,000 - $49,999",OWNER,English,N,6,30-34,English,SANTA ANA,ORANGE,$1.00 - $1.99,sunonly,FM,0,Internet,1
"$  50,000 - $59,999",OWNER,Hispanic,Y,16,50-54,English,SANTA ANA,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  90,000 - $99,999",OWNER,Vietnamese,Y,7,40-44,English,YORBA LINDA,ORANGE,$1.00 - $1.99,7day,FM,0,VRU,1
"$200,000 - $249,999",OWNER,English,Y,16,50-54,English,YORBA LINDA,ORANGE,$1.00 - $1.99,sunonly,MM,0,CustCall,1
"$100,000 - $124,999",OWNER,Irish,N,10,65-69,English,YORBA LINDA,ORANGE,$1.00 - $1.99,7day,MW,0,DirectMl,1
"$  90,000 - $99,999",OWNER,English,N,23,75 years or more,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,thu-sun,MM,0,Partner,1
"$100,000 - $124,999",OWNER,Irish,Y,21,55-59,English,FOUNTAIN VALLEY,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$125,000 - $149,999",OWNER,German,N,23,70-74,English,NEWPORT BEACH,ORANGE,$2.00 - $2.99,7day,MW,0,Internet,1
"$175,000 - $199,999",OWNER,Italian,N,5,40-44,English,YORBA LINDA,ORANGE,$1.00 - $1.99,sunonly,YW,0,Internet,1
"$  60,000 - $69,999",OWNER,English,N,17,45-49,English,HUNTINGTON BEACH,ORANGE,$6.00 - $6.99,thu-sun,YW,1,DirectMl,1
"$100,000 - $124,999",OWNER,Irish,N,4,70-74,English,YORBA LINDA,ORANGE,$0.51 - $0.99,7day,YW,3,RetenIn,1
"$  30,000 - $39,999",RENTER,Filipino (Philippine),N,2,45-49,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  20,000 - $29,999",RENTER,Hispanic,N,5,30-34,Spanish,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,thu-sun,FE,0,Crew,1
"Under $20,000",RENTER,Hispanic,N,8,24 years or less,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,0
"$  80,000 - $89,999",RENTER,Hispanic,N,13,50-54,English,TUSTIN,ORANGE,$2.00 - $2.99,thu-sun,ME,0,TeleIn,1
