Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,Age,Income,is_churned
0,67,0,6,36,16,1,5,0,7,0,14,42,90000,0
1,17,1,1,7,12,1,8,0,5,0,14,44,49999,1
0,45,0,11,7,46,1,6,0,5,0,9,47,125000,1
0,27,0,11,7,45,1,6,0,0,0,47,25,30000,1
0,27,0,27,30,1,1,4,0,5,0,44,62,80000,1
0,0,0,6,7,45,1,4,14,1,0,9,33,34061,1
0,67,0,28,36,53,1,6,0,4,0,18,72,39999,1
0,27,0,1,7,22,1,9,0,7,0,14,56,30000,1
0,68,1,23,7,20,1,13,0,1,0,18,51,249999,1
1,17,0,5,7,18,1,1,18,4,0,37,27,59999,1
0,32,0,15,7,16,1,2,18,5,0,37,61,149999,1
0,27,1,7,7,12,1,4,21,5,0,14,52,175000,1
0,15,0,19,7,12,1,2,18,5,0,37,48,89999,1
1,27,0,9,30,18,1,8,0,7,0,9,53,18259,1
0,58,0,18,7,20,1,1,18,8,0,37,47,500000,1
0,17,0,22,7,12,1,2,18,5,0,37,52,89999,1
1,27,0,7,30,1,1,6,0,5,0,46,20,19999,1
1,67,0,15,36,1,1,1,18,3,0,37,53,16678,1
1,27,0,8,30,1,1,6,20,7,0,9,42,50000,1
1,27,0,8,30,45,1,2,0,0,0,10,37,59999,0
1,17,0,34,7,53,1,4,3,4,0,6,78,70000,1
1,67,0,6,36,53,1,2,18,0,0,37,79,26704,1
0,4,1,26,1,53,1,1,18,1,0,37,62,89999,1
0,27,0,6,30,53,1,2,18,1,0,37,31,51276,1
0,34,0,31,7,20,1,10,14,8,0,48,67,399999,1
0,17,0,20,7,12,1,4,0,5,0,48,63,99999,1
0,23,1,42,7,20,1,1,18,4,0,37,72,241106,1
0,38,1,20,20,17,1,7,20,4,0,30,74,79999,1
1,27,1,7,30,45,1,4,18,0,0,47,59,16277,1
0,17,0,17,7,41,1,2,18,4,0,1,58,149999,0
0,23,0,4,7,11,1,4,18,1,0,37,31,89999,1
1,67,0,3,7,18,1,6,0,1,0,14,41,124999,1
0,17,0,1,7,16,1,3,19,5,0,46,53,90000,1
0,72,1,10,37,9,2,8,0,1,0,46,37,175000,1
1,33,0,2,7,21,1,1,18,8,0,37,42,22589,1
0,27,1,37,30,1,1,2,18,1,0,37,62,42513,1
0,32,0,7,7,1,1,2,18,5,0,37,52,11505,1
0,23,0,5,7,41,1,1,18,8,0,37,42,125000,1
1,27,0,30,30,1,1,1,0,0,0,37,61,21811,0
0,35,0,30,7,1,1,2,0,5,0,10,74,50000,0
0,37,1,2,7,12,1,2,18,5,0,37,45,249999,1
0,17,1,22,7,16,1,2,18,5,0,37,52,90000,0
0,27,1,21,7,1,1,8,0,5,0,14,56,13966,1
0,17,0,6,7,1,1,1,18,2,0,37,34,90000,1
0,23,0,23,7,1,1,8,0,5,0,46,77,100000,0
0,27,0,8,30,1,1,1,18,2,0,37,66,100000,1
1,17,0,1,7,21,1,4,14,7,0,46,76,49999,1
0,33,0,6,17,20,1,1,18,5,0,37,57,99999,1
0,72,0,31,37,16,1,12,0,5,0,14,67,100000,0
0,11,1,22,7,53,1,1,18,1,0,37,47,100000,1
0,72,0,4,37,1,1,2,18,5,0,37,38,63136,1
0,27,1,23,30,1,1,4,20,1,0,47,53,60000,1
0,27,0,3,30,1,1,7,20,1,0,9,34,69999,1
0,23,0,29,7,11,1,4,18,5,0,46,71,175000,0
0,32,1,18,7,20,1,6,0,5,48,48,53,230310,0
0,17,0,46,7,16,1,4,0,5,0,27,66,74652,1
0,17,0,1,7,37,1,2,18,4,0,37,47,175000,1
0,72,0,37,37,26,1,6,21,5,0,46,56,249999,1
0,72,1,14,37,11,1,2,18,4,0,37,35,125000,1
1,23,0,4,7,37,1,8,0,7,0,9,19,27836,1
1,72,0,2,37,37,1,4,0,7,0,18,28,29999,1
0,17,1,16,7,41,1,7,0,4,1,14,57,124999,0
0,27,0,15,7,16,1,1,18,5,0,37,58,39999,1
0,23,0,14,7,53,1,2,18,3,0,37,51,72154,1
0,27,0,6,30,41,1,1,18,0,0,37,48,10880,0
1,27,1,5,30,22,1,6,20,7,0,9,52,90000,1
0,27,1,17,30,9,2,8,0,0,0,46,43,69999,1
0,55,1,17,7,16,1,7,8,5,0,35,54,150000,1
0,67,0,23,36,16,1,1,18,5,0,37,51,125000,1
0,17,0,15,7,16,1,7,0,4,0,14,73,49999,0
1,32,0,1,7,0,1,7,0,7,0,9,43,34644,1
0,17,0,6,7,12,1,9,0,5,0,14,51,150000,1
0,17,1,53,7,40,1,2,18,2,0,14,76,300000,1
0,27,0,25,7,1,1,2,18,5,0,37,33,79999,1
1,20,0,1,7,45,1,8,0,0,0,9,32,19292,1
0,32,1,20,7,12,1,1,18,5,0,37,46,89999,1
0,27,1,10,7,22,1,2,18,7,0,37,42,150000,1
0,38,0,8,20,18,1,4,0,5,0,14,52,124999,1
0,11,0,13,3,53,1,2,18,1,0,16,57,20000,0
0,27,0,23,7,22,1,2,18,5,0,37,62,59999,1
1,27,0,13,30,12,1,1,18,7,0,37,68,10000,0
1,17,0,2,7,37,1,13,20,4,3,48,62,69999,0
0,35,0,28,7,9,2,9,20,0,0,14,58,125000,0
0,17,0,3,7,40,1,10,2,1,0,14,61,100000,1
0,32,0,27,7,1,1,5,0,1,0,48,53,175000,0
1,27,0,6,30,1,1,2,18,0,0,9,37,10223,0
0,27,1,14,30,18,1,2,18,4,0,37,47,80000,0
1,72,0,13,37,32,0,3,18,7,0,46,46,14231,1
0,27,0,2,30,1,1,4,20,1,0,46,32,19999,1
1,55,0,1,7,22,1,6,3,7,0,9,28,30000,1
0,33,0,4,7,11,1,2,18,4,0,18,34,60000,1
0,27,0,19,30,53,1,6,7,4,0,46,68,39999,1
0,60,0,1,7,53,1,6,15,1,0,14,26,20000,1
0,27,1,28,30,4,1,1,18,4,0,37,51,124999,1
0,23,1,30,7,16,1,4,18,5,0,46,52,125000,1
0,47,0,43,7,20,1,6,18,4,0,14,73,40000,0
0,27,0,20,7,18,1,1,18,5,0,37,51,124999,1
0,33,1,7,7,12,1,1,18,7,0,46,41,199999,1
0,27,0,5,30,11,1,2,18,1,0,37,41,100000,1
0,27,1,6,7,41,1,8,0,0,0,14,57,30000,1
0,50,0,41,7,53,1,8,0,5,5,18,73,40000,0
0,50,0,29,7,16,1,7,20,4,0,14,79,30000,0
1,17,0,1,7,1,1,2,18,7,0,37,26,12007,1
0,20,0,2,7,11,1,2,18,1,0,37,27,49999,1
0,17,0,4,7,1,1,8,0,1,0,29,61,19999,1
0,67,0,4,7,53,1,8,0,1,0,14,47,124999,1
0,4,0,8,1,11,1,8,0,1,0,9,79,70000,1
0,29,1,22,15,1,1,2,18,2,0,37,52,399999,0
0,72,0,5,37,1,1,3,18,8,0,18,40,49999,1
0,0,0,23,7,1,1,5,0,5,35,48,58,125000,1
0,15,0,9,7,29,1,3,18,4,0,18,75,69999,1
0,27,0,22,7,29,1,8,0,3,0,46,79,19999,1
1,27,0,4,7,1,1,6,20,3,0,9,60,19999,1
0,32,0,3,7,26,1,2,18,5,0,37,68,124999,1
1,72,0,9,37,22,1,8,0,0,0,46,32,15256,1
1,27,0,7,7,22,1,4,14,3,0,9,23,16788,1
1,27,0,10,30,22,1,2,18,0,0,37,46,20000,1
1,27,0,6,30,22,1,7,14,0,0,9,20,13863,1
0,22,0,11,7,40,1,2,18,4,0,37,57,499999,1
1,28,0,17,7,22,1,4,0,4,0,9,58,74327,1
0,55,1,29,7,52,1,11,0,5,0,14,72,500000,0
0,23,1,18,7,20,1,6,15,0,0,46,41,200000,1
0,17,0,31,7,22,1,6,0,5,0,29,72,40068,1
1,35,0,8,7,29,1,4,20,4,0,6,77,49999,1
0,67,1,4,7,9,2,1,18,1,0,37,33,200000,1
0,27,0,19,30,1,1,1,18,7,1,37,66,30000,0
0,33,0,29,7,1,1,2,18,1,0,37,58,79999,1
1,67,0,1,7,1,1,2,0,0,0,0,47,40000,1
0,38,0,1,7,16,1,13,0,1,0,14,50,80000,1
0,51,0,15,25,20,1,8,0,1,0,18,48,30616,1
0,72,0,5,37,20,1,4,18,4,0,39,57,40000,1
0,55,0,1,7,20,1,7,10,4,0,39,38,99999,1
1,17,0,3,7,16,1,1,18,7,0,37,52,40000,1
0,55,1,6,7,20,1,7,0,1,0,46,64,22657,1
0,60,1,29,7,16,1,6,10,4,6,40,57,249999,1
0,17,0,30,7,1,1,2,18,1,0,37,57,80000,1
0,27,0,18,30,45,1,6,3,1,0,39,27,89999,1
0,50,1,11,7,1,1,8,0,1,0,14,31,26614,1
0,17,0,46,7,20,1,9,0,5,0,39,78,100000,1
1,27,0,8,30,18,1,1,18,0,0,37,41,49999,1
0,72,0,1,37,18,1,1,20,1,0,6,36,31935,1
0,23,1,37,7,18,1,11,0,1,33,14,72,143111,1
1,17,0,19,7,16,1,4,18,3,0,46,26,49999,1
1,55,0,2,7,22,1,1,18,4,0,37,72,15921,1
0,27,1,20,30,1,1,6,18,7,0,46,71,39999,1
0,68,0,6,7,1,1,2,18,5,0,37,20,29999,1
0,33,0,31,7,20,1,6,20,4,0,46,66,399999,1
1,27,0,11,30,18,1,1,18,0,0,37,56,19999,1
0,72,0,3,37,18,1,2,18,4,0,43,20,71180,1
1,33,0,5,7,37,1,1,18,8,0,37,61,124266,1
0,23,0,43,7,40,1,5,0,1,0,14,78,20000,0
0,27,0,11,30,41,1,2,18,3,0,37,47,50000,1
0,27,1,4,7,16,1,9,0,5,4,43,67,100000,1
0,17,0,10,7,16,1,8,0,1,0,48,42,175000,1
1,27,0,10,30,18,1,1,18,0,0,37,21,14268,0
0,72,0,37,37,1,1,7,20,5,0,10,79,20000,1
0,55,1,17,7,20,1,8,0,5,0,14,52,124999,1
0,55,1,17,7,20,1,4,0,5,0,48,52,124999,1
0,17,0,42,7,20,1,8,20,5,0,43,75,70000,1
0,35,0,1,7,20,1,1,18,4,0,37,42,123921,1
0,17,0,13,7,12,1,6,0,4,24,14,68,63903,0
0,67,1,20,7,16,1,1,0,5,0,37,56,162126,0
0,17,0,16,7,41,1,4,0,5,0,14,37,150000,1
0,23,0,23,7,1,1,2,18,8,0,44,62,89999,0
0,22,0,36,7,16,1,2,18,5,0,37,69,124999,1
1,67,0,3,36,18,1,2,20,1,0,37,77,19999,1
1,27,0,4,30,18,1,7,20,0,0,10,41,28645,0
0,35,1,7,7,16,1,2,18,1,0,9,48,79999,0
0,0,0,3,7,9,2,2,18,0,0,37,19,40000,1
0,11,0,9,3,53,1,1,18,4,0,37,46,89999,1
0,67,0,11,7,53,1,6,20,5,0,9,46,174999,1
0,38,0,25,20,12,1,1,18,5,0,37,77,149999,1
0,67,1,2,7,16,1,8,0,5,0,14,41,174999,1
0,72,0,19,37,16,1,2,18,5,0,37,61,59999,1
0,17,1,14,7,12,1,2,18,5,0,27,47,691347,0
1,38,0,1,7,12,1,3,18,7,0,47,38,60000,1
0,17,0,22,7,18,1,13,0,1,1,14,58,90000,1
0,17,1,7,7,20,1,7,20,5,0,46,55,204374,0
0,67,1,8,7,20,1,8,0,5,0,18,57,334556,1
0,17,0,16,7,4,1,4,18,7,0,43,57,29999,1
0,11,0,2,7,22,1,1,18,1,0,37,38,99999,1
0,27,0,6,7,9,2,1,18,1,0,37,27,69999,1
0,67,0,12,36,53,1,8,0,1,0,18,72,49999,1
0,38,0,19,20,12,1,6,18,5,0,46,57,175000,1
1,27,0,7,30,18,1,2,18,0,0,37,20,11751,1
0,17,0,31,7,16,1,8,0,5,0,14,76,80000,0
0,67,0,27,36,53,1,6,0,5,0,46,55,100000,1
1,27,1,7,7,18,1,1,0,1,0,44,47,22071,0
0,17,0,17,7,18,1,8,0,5,0,27,57,399999,1
1,15,0,1,7,18,1,2,0,4,0,35,79,20000,1
0,68,1,34,7,16,1,11,0,5,0,18,65,149999,1
1,67,0,2,36,18,1,2,18,3,0,37,46,29999,1
0,23,0,1,7,22,1,8,0,1,0,9,61,40000,1
0,27,0,24,7,1,1,1,18,1,0,37,54,40000,1
0,27,0,24,7,1,1,8,0,1,0,9,51,40000,1
0,67,1,22,36,1,1,1,20,1,0,2,31,49999,1
0,17,0,4,7,20,1,5,0,5,3,27,37,124999,1
0,27,0,20,30,18,1,1,18,1,0,37,61,69999,1
1,27,1,7,7,18,1,1,18,0,0,37,40,15590,1
0,17,0,10,7,46,1,11,0,5,2,18,73,149999,0
0,11,0,28,3,11,1,8,0,5,0,18,52,79999,1
0,27,0,22,30,16,1,2,18,7,0,37,57,150000,1
0,67,0,11,36,53,1,7,8,4,0,46,53,95353,1
0,27,0,2,7,1,1,2,18,5,0,37,46,40000,1
0,67,0,17,36,53,1,7,0,5,0,14,48,378120,1
0,72,0,23,37,16,1,3,20,4,0,18,57,125000,1
0,47,0,12,7,11,1,9,2,1,0,14,62,125739,1
0,17,0,20,7,53,1,6,7,4,0,14,43,150000,1
0,27,1,21,30,1,1,2,18,1,0,37,57,60000,0
0,67,0,33,36,16,1,3,0,5,0,46,63,100000,1
0,27,1,20,30,41,1,1,18,3,0,37,51,39999,1
0,17,0,37,7,18,1,4,0,4,0,18,62,150000,1
0,67,1,9,36,18,1,1,18,7,0,37,42,174999,1
0,11,0,4,3,16,1,1,18,5,0,37,46,89999,1
0,67,0,29,36,18,1,1,18,1,0,37,57,24465,1
0,27,1,14,7,1,1,6,18,1,0,44,57,89999,1
0,55,0,13,7,20,1,2,18,1,0,37,37,69999,1
0,67,0,3,7,18,1,6,0,4,0,14,38,49999,1
0,33,0,44,7,16,1,7,0,4,28,14,71,199999,0
0,67,0,1,36,1,1,4,20,4,0,9,31,14643,1
1,27,0,3,30,12,1,4,18,3,0,27,48,60000,1
0,17,0,47,7,4,1,8,0,5,0,46,66,69999,0
0,27,0,22,30,18,1,1,18,4,0,37,56,60000,1
0,60,1,14,7,20,1,1,18,5,0,37,59,100000,1
0,55,0,22,7,20,1,8,0,0,0,9,46,53854,1
0,17,0,17,7,9,2,1,18,1,0,37,51,125000,1
0,38,0,3,7,12,1,10,0,4,0,14,36,79999,1
0,17,0,3,7,20,1,4,18,1,0,14,38,100000,1
0,17,0,1,7,9,2,1,18,1,0,37,32,80000,1
0,52,0,5,26,41,1,6,7,8,0,14,60,80000,1
0,27,0,1,7,11,1,1,18,1,0,37,32,47248,1
0,0,1,23,7,1,1,1,18,4,0,37,57,124999,0
0,72,0,20,37,1,1,1,18,8,0,37,56,300000,1
1,72,0,6,37,18,1,1,18,3,0,37,21,19790,1
0,15,0,24,7,18,1,5,0,4,0,14,72,29999,0
0,33,0,37,7,1,1,1,18,4,0,37,78,90000,1
0,55,1,33,7,18,1,8,0,4,0,48,56,174999,1
0,4,0,17,1,1,1,1,18,5,0,37,47,29999,1
0,29,1,29,7,9,2,1,18,0,0,37,80,19999,1
0,17,0,26,7,12,1,6,18,5,7,27,66,175000,0
0,55,0,10,7,20,1,4,20,1,0,20,46,100000,1
0,11,0,4,3,4,1,4,0,7,0,46,46,68060,1
0,17,1,17,7,16,1,6,7,5,0,18,43,150662,1
0,27,1,12,7,12,1,4,18,5,0,14,52,76634,1
1,17,0,5,7,20,1,1,18,1,0,37,27,80000,1
0,67,0,23,7,18,1,1,18,4,0,37,53,30000,1
0,27,0,14,30,18,1,1,18,7,0,37,47,99999,1
0,5,0,15,2,18,1,7,20,1,0,10,57,125000,0
0,55,0,1,7,18,1,4,18,4,8,14,28,15230,1
0,17,0,32,7,1,1,1,18,4,0,37,62,29424,1
0,33,0,4,17,18,1,8,0,1,0,14,36,94974,1
0,32,0,35,7,12,1,10,0,5,0,14,66,90000,0
0,67,0,23,36,16,1,6,21,5,0,46,58,89999,1
0,27,0,11,7,40,1,1,18,1,0,37,32,50000,1
1,33,0,4,7,11,1,2,20,0,0,9,63,19999,1
0,11,0,35,7,12,1,9,14,4,0,44,72,174999,1
1,27,0,13,30,1,1,6,20,0,0,14,41,40000,1
1,27,0,1,30,18,1,1,18,0,0,37,33,39999,1
0,55,0,9,7,52,1,6,18,5,0,14,53,399999,0
0,9,0,10,7,1,1,2,18,1,0,37,46,124999,1
1,27,0,7,30,18,1,2,18,4,0,37,48,49999,1
0,67,0,7,7,18,1,2,18,1,0,37,32,39999,0
0,29,0,2,7,20,1,2,20,1,0,9,43,60000,1
0,27,0,9,30,11,1,8,0,5,0,29,50,20000,1
0,11,1,20,7,20,1,4,0,5,0,9,58,300000,1
0,17,0,30,7,16,1,5,0,4,0,14,77,12063,0
0,22,0,46,7,16,1,11,0,5,0,14,67,150000,0
0,6,0,30,7,12,1,6,18,5,0,14,56,100000,1
1,6,0,1,7,21,1,6,18,8,0,29,23,10000,1
0,27,0,2,7,22,1,1,20,8,0,6,22,69999,1
0,27,1,12,30,16,1,8,0,4,0,46,47,124999,1
0,34,1,7,7,1,1,2,20,5,0,37,67,150000,0
1,38,0,5,20,12,1,4,2,5,0,46,79,40000,1
1,33,0,13,7,11,1,6,20,0,0,44,52,19999,1
0,33,1,4,17,20,1,2,18,7,0,37,54,89999,0
0,14,0,6,7,12,1,9,20,5,0,27,58,125000,1
0,20,0,11,7,52,1,4,0,2,0,6,51,174999,1
1,17,0,1,7,20,1,6,20,4,0,27,22,89999,1
1,27,0,1,7,18,1,4,18,0,0,47,49,30000,1
0,11,0,2,7,18,1,13,0,4,0,14,40,149999,1
0,22,0,15,7,18,1,6,7,4,0,39,63,10000,1
0,66,0,38,7,12,1,4,18,5,2,14,79,39999,0
0,55,0,35,7,53,1,2,18,5,0,37,68,400000,1
0,34,0,23,7,20,1,2,18,7,0,27,73,89999,1
0,17,0,54,7,18,1,2,0,4,0,27,78,79999,0
0,17,0,54,7,18,1,2,18,4,0,27,78,79999,0
0,17,0,33,7,52,1,5,0,5,2,48,77,193872,1
0,17,1,11,7,12,1,8,0,5,0,14,41,185514,1
0,17,0,14,7,9,2,1,18,1,0,37,47,159722,1
0,27,0,1,30,1,1,2,0,8,0,6,36,90000,1
1,47,1,5,7,20,1,8,0,7,0,14,51,67719,1
0,67,0,7,36,20,1,4,18,5,0,27,36,124999,1
0,17,0,46,7,26,1,5,0,4,0,14,77,124999,1
0,32,0,2,7,1,1,8,0,8,0,9,53,99999,1
0,17,0,5,7,22,1,2,18,0,0,37,38,69999,0
0,23,0,5,7,20,1,7,12,4,0,14,66,11529,1
0,60,0,12,7,20,1,4,14,4,0,18,79,19999,1
0,15,0,12,7,20,1,4,0,4,0,18,61,17858,1
0,27,0,31,7,20,1,5,0,5,11,14,72,149999,0
0,55,0,37,7,20,1,11,0,5,0,27,72,149999,1
0,17,0,22,7,12,1,6,0,1,0,27,67,80000,1
0,72,0,23,37,52,1,2,18,2,56,14,67,399999,0
0,27,0,12,30,18,1,4,19,4,0,46,47,22062,1
0,27,0,3,30,18,1,10,0,1,0,14,56,30000,1
0,17,1,10,7,20,1,10,0,5,4,46,51,175000,1
0,22,0,16,7,11,1,4,19,5,0,46,52,116703,1
0,22,0,3,7,1,1,2,18,8,0,39,28,41359,1
1,27,0,6,30,18,1,7,20,0,0,10,71,19999,0
0,17,1,10,7,45,1,13,0,2,4,14,53,605740,0
0,67,0,10,36,1,1,1,18,4,0,37,47,79999,1
0,67,0,19,36,16,1,2,18,5,0,37,57,174999,1
0,17,0,21,7,12,1,11,0,4,0,46,76,100000,1
0,17,0,20,7,16,1,7,0,4,0,46,77,18188,0
0,17,0,38,7,11,1,6,20,5,0,29,36,124999,1
1,27,1,4,30,11,1,4,0,7,0,18,26,89999,1
0,17,1,37,7,1,1,7,0,1,0,46,77,74488,1
0,22,0,39,10,16,1,2,18,4,0,37,79,90919,1
0,27,0,19,30,16,1,2,18,5,0,37,51,19999,1
1,38,0,9,20,21,1,2,18,3,0,37,61,99999,1
0,17,0,3,7,42,1,4,18,7,0,43,27,49999,1
0,52,0,15,26,1,1,6,7,5,0,18,47,174999,1
0,17,1,10,7,20,1,8,0,1,0,46,55,79999,1
1,57,0,21,7,16,1,13,0,7,0,14,75,40000,1
0,17,0,39,7,53,1,6,0,5,0,14,75,150000,0
0,27,1,14,30,18,1,1,18,0,0,37,58,125000,1
1,17,0,1,7,18,1,1,18,7,0,37,28,19999,1
0,17,1,6,7,1,1,7,0,2,44,46,57,100000,0
1,27,0,4,7,22,1,4,14,3,0,37,28,40000,1
0,32,0,37,7,18,1,7,10,1,0,14,76,10000,1
0,22,1,35,7,52,1,5,0,1,25,14,78,199999,0
0,17,1,9,7,54,0,6,3,4,0,14,62,322432,1
0,11,0,6,7,12,1,2,18,5,0,37,40,175000,1
1,5,0,2,7,1,1,4,18,7,0,47,28,29999,1
0,17,0,12,7,18,1,2,18,5,0,37,72,65171,1
0,17,0,1,7,20,1,8,0,5,0,14,48,100000,1
0,27,0,22,7,18,1,1,18,1,0,37,57,99999,1
0,38,0,12,20,12,1,1,18,4,0,37,56,60000,1
0,67,1,8,7,16,1,6,0,7,29,46,79,101801,1
0,27,0,32,30,9,2,4,18,8,0,37,55,115935,1
0,27,0,1,7,45,1,4,18,2,0,46,36,200000,1
0,68,0,1,7,20,1,4,18,5,0,27,56,124999,1
0,27,0,11,7,1,1,1,18,1,0,37,33,124999,1
1,67,0,8,36,18,1,1,18,7,0,37,38,44865,1
0,38,0,1,7,22,1,1,18,1,0,37,52,50000,1
0,27,0,22,7,4,1,2,18,4,0,18,52,20000,1
0,17,0,7,7,20,1,9,0,5,0,14,77,79999,1
0,27,0,13,30,1,1,2,18,7,0,47,45,61932,1
0,27,0,1,30,9,2,1,18,1,0,37,51,249999,1
1,55,1,3,7,12,1,2,18,7,0,27,41,59999,1
1,27,0,1,7,12,1,1,18,7,0,37,52,75952,0
1,32,0,2,7,12,1,1,18,7,0,37,37,20000,1
1,27,0,2,30,12,1,1,20,7,0,6,58,50000,1
1,17,0,1,7,12,1,1,0,7,0,37,31,21213,0
1,68,1,4,7,12,1,6,20,7,0,9,63,17923,1
0,27,0,18,30,22,1,2,18,3,0,37,63,10187,1
1,67,0,8,36,18,1,2,18,3,0,37,37,38434,1
1,17,0,3,7,1,1,2,0,1,0,9,56,29999,1
0,33,0,3,7,16,1,2,18,5,0,37,28,89999,1
0,33,0,3,7,16,1,1,18,5,0,37,27,80000,1
0,32,1,12,7,12,1,4,0,5,0,18,61,150000,1
0,27,0,22,30,1,1,2,18,2,0,37,74,175000,0
1,17,0,5,7,17,1,2,18,0,0,37,23,10000,0
0,15,0,33,7,55,1,5,0,8,2,46,69,368684,0
0,17,1,25,7,17,1,2,18,1,0,37,56,124999,0
0,55,0,18,7,20,1,8,0,4,92,14,76,78236,0
0,17,0,20,7,11,1,4,20,5,0,18,69,89999,0
0,17,0,23,7,37,1,9,0,5,0,46,58,581709,0
0,17,1,20,7,21,1,5,0,5,18,14,49,499999,0
0,22,0,23,7,31,1,2,0,4,7,14,76,66818,0
0,27,0,40,7,1,1,2,18,7,0,10,70,32529,0
0,17,0,34,7,30,1,5,0,4,0,14,77,249999,0
0,17,0,14,7,42,1,2,0,1,0,14,56,141112,0
0,27,0,9,30,1,1,2,20,0,1,9,28,23737,0
0,17,0,36,7,20,1,8,0,5,0,14,76,79999,0
0,17,0,13,7,43,1,5,0,5,1,14,79,79999,0
0,17,0,8,7,55,1,2,18,8,0,37,45,174999,0
0,27,0,8,7,1,1,2,18,5,0,37,50,200000,0
0,17,0,4,7,21,1,5,0,4,0,14,27,120785,0
0,55,0,35,7,55,1,2,20,0,0,27,70,101695,0
1,27,0,6,30,53,1,2,18,0,0,37,50,19999,0
0,17,0,45,7,4,1,4,0,5,0,18,66,69999,0
0,17,0,27,7,20,1,5,0,5,1,14,77,149999,0
1,27,0,19,30,1,1,2,18,0,0,37,43,40000,0
0,17,0,19,7,20,1,11,0,8,0,14,46,132059,0
0,72,0,6,7,17,1,1,0,1,1,37,39,41266,0
0,67,1,11,7,1,1,1,0,1,0,37,47,100000,0
0,17,0,4,7,1,1,2,18,5,0,37,33,99999,0
0,17,0,21,7,24,1,2,18,1,0,37,52,124999,0
0,17,0,39,7,22,1,8,0,4,0,14,69,89999,0
0,17,0,7,7,45,1,8,0,5,0,14,63,90000,0
0,67,0,6,7,16,1,2,18,4,0,37,48,149999,0
0,33,0,6,7,55,1,1,18,5,0,37,48,399999,0
0,17,0,33,7,1,1,8,0,5,9,46,70,79999,0
0,27,1,17,7,11,1,2,18,5,0,37,52,174999,0
0,72,0,13,7,53,1,2,0,5,0,18,47,52103,0
0,17,0,31,7,4,1,7,0,1,3,14,62,79999,0
0,17,0,32,7,11,1,7,0,5,0,14,76,99999,0
0,27,0,6,30,1,1,1,18,1,0,37,41,19999,0
0,27,0,3,7,9,2,2,18,1,0,37,40,150000,0
0,27,0,10,7,27,1,6,0,4,2,37,40,26525,0
0,72,0,21,37,43,1,2,0,5,35,46,57,124999,0
1,72,0,10,37,33,1,1,18,7,0,37,37,59999,0
0,17,0,23,7,35,1,5,0,5,0,14,54,399999,0
0,27,0,4,7,22,1,7,20,0,0,29,47,49999,0
0,17,0,16,7,40,1,7,0,4,0,14,60,33442,0
0,17,0,30,7,4,1,5,0,5,1,14,76,124999,0
0,72,0,3,7,21,1,2,0,8,0,37,53,174999,0
1,27,0,19,30,1,1,2,18,7,0,37,43,40000,0
0,17,0,29,7,1,1,10,0,4,0,14,62,107230,0
0,17,0,28,7,3,1,5,0,4,72,14,62,99999,0
0,27,0,9,30,45,1,1,18,1,0,37,54,19999,0
0,17,1,18,7,9,1,1,18,5,0,37,54,174999,0
0,17,0,36,7,51,1,4,0,8,0,14,63,499999,0
0,17,0,29,7,37,1,5,0,5,2,14,70,199999,0
1,17,0,1,7,21,1,2,18,5,0,37,37,80000,0
0,17,0,32,7,49,1,2,18,5,0,27,54,174999,0
0,17,0,8,7,55,1,1,0,8,0,37,33,80000,0
0,23,0,8,7,21,1,2,18,5,0,27,63,199999,0
0,17,1,17,7,17,1,2,18,1,7,37,58,124999,0
0,17,1,34,7,4,1,1,0,5,0,37,63,69999,0
0,32,0,6,7,20,1,2,18,5,0,37,50,249999,0
1,27,0,2,30,45,1,1,18,0,0,37,26,19999,0
0,17,0,36,7,20,1,2,18,5,0,37,76,149999,0
0,17,0,15,7,37,1,8,0,5,0,14,57,314354,0
1,27,0,1,7,18,1,2,18,0,0,27,23,20000,0
0,17,0,30,7,40,1,2,18,5,0,37,68,149999,0
0,17,0,19,7,40,1,5,0,5,3,14,57,183038,0
0,17,0,26,7,1,1,2,18,4,0,37,59,50000,0
0,17,0,20,7,32,1,7,20,1,0,14,45,20521,0
0,17,0,23,7,44,1,5,0,5,0,14,68,80000,0
0,17,0,5,7,37,1,9,0,5,0,46,59,49999,0
0,55,1,17,7,50,1,2,18,2,0,14,56,750000,0
0,68,0,3,7,20,1,6,18,5,38,14,61,300000,0
0,27,0,6,30,1,1,1,18,5,0,37,48,79999,0
0,17,0,16,7,55,1,1,18,5,5,46,53,399999,0
0,17,0,36,7,1,1,7,18,4,0,14,73,124999,0
0,23,0,37,7,35,1,5,0,5,0,14,78,124999,0
1,17,0,6,7,18,1,5,0,0,0,44,57,12115,0
1,27,0,7,7,1,1,1,18,0,0,37,31,19999,0
0,17,0,37,7,20,1,9,0,4,24,46,71,69999,0
0,17,0,21,7,20,1,5,0,5,3,14,69,199999,0
0,27,0,20,7,18,1,2,18,4,0,37,49,59999,0
0,23,0,7,7,35,1,5,0,4,0,14,73,149999,0
0,17,0,28,7,51,1,5,0,1,0,14,71,40000,0
0,17,1,20,7,32,1,2,0,7,0,9,52,19999,0
0,27,0,11,30,9,1,2,18,1,0,37,42,100000,0
1,27,0,14,7,17,1,2,18,4,0,14,53,14716,0
0,27,1,13,7,18,1,2,18,5,0,37,47,79999,0
