Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned,Age,Income
OWNER,Belgian,0,13,English,LAGUNA NIGUEL,ORANGE,$1.00 - $1.99,SunOnly,MW,0,TeleIn,1,61,124999
OWNER,English,0,18,English,ORANGE,ORANGE,$0.01 - $0.50,SunOnly,FM,0,Internet,0,66,200000
OWNER,Austrian,1,10,English,FULLERTON,ORANGE,$2.00 - $2.99,Fri-Sun,FW,0,CustCall,1,48,136897
OWNER,English,0,38,English,ANAHEIM,ORANGE,$10.00 - $10.99,7Day,FW,0,CustCall,0,78,125000
OWNER,Hispanic,0,10,Spanish,ANAHEIM,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,31,125000
OWNER,Hispanic,0,6,English,FULLERTON,ORANGE,$0.01 - $0.50,Thu-Sun,MM,0,TeleIn,0,42,80000
OWNER,Hispanic,1,23,English,LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,SoooTFS,MW,4,DirectMl,1,58,149999
OWNER,unknown,0,1,Unknown,SAN CLEMENTE,ORANGE,$3.00 - $3.99,Thu-Sun,YW,0,Internet,0,31,124999
OWNER,Italian,0,15,English,ORANGE,ORANGE,$4.00 - $4.99,7Day,MM,0,TeleIn,1,52,124999
OWNER,Chinese,0,14,Chinese,FULLERTON,ORANGE,$2.00 - $2.99,7Day,FW,9,System,1,66,245794
OWNER,Portuguese,0,4,Portuguese,TUSTIN,ORANGE,$2.00 - $2.99,Fri-Sun,YM,0,CustCall,1,33,174999
OWNER,French,1,3,English,CORONA,RIVERSIDE,$3.00 - $3.99,7Day,YW,0,Partner,0,77,99999
OWNER,Latvian,0,31,Latvian (Lettish),SAN CLEMENTE,ORANGE,$4.00 - $4.99,SunOnly,FW,0,Internet,0,56,174999
RENTER,Persian,0,4,Farsi (Persian),IRVINE,ORANGE,$1.00 - $1.99,SunOnly,YW,0,Kiosk,1,61,30000
OWNER,unknown,0,21,Unknown,ORANGE,ORANGE,$0.51 - $0.99,SunOnly,MW,0,CircAdm,1,57,124999
OWNER,unknown,0,1,Unknown,FULLERTON,ORANGE,$1.00 - $1.99,SunOnly,FE,0,Crew,1,21,29999
OWNER,English,0,24,English,TUSTIN,ORANGE,$0.51 - $0.99,Thu-SunT,YW,0,TeleIn,1,63,49999
OWNER,Italian,0,20,English,LAGUNA NIGUEL,ORANGE,$10.00 - $10.99,7Day,MW,23,CustCall,0,56,199999
OWNER,African (other),0,28,English,SAN CLEMENTE,ORANGE,$3.00 - $3.99,Soooooo,FW,0,CustCall,1,57,149999
OWNER,Hispanic,0,36,English,SANTA ANA,ORANGE,$3.00 - $3.99,SunOnly,YM,0,Kiosk,1,72,50000
OWNER,German,0,22,English,FULLERTON,ORANGE,$3.00 - $3.99,Thu-Sun,YW,0,Crew1,1,61,125000
RENTER,Vietnamese,0,1,Vietnamese,COSTA MESA,ORANGE,$0.01 - $0.50,Thu-Sun,YM,0,Crew,1,28,29999
OWNER,English,0,11,English,LAGUNA NIGUEL,ORANGE,$1.00 - $1.99,SunOnly,MW,0,System,1,58,149999
RENTER,Hispanic,1,5,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,SunOnly,ME,0,Crew,1,46,10000
OWNER,Hispanic,0,22,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7Day,FM,0,Crew,1,56,99999
OWNER,Scottish (Scotch),0,43,English,ORANGE,ORANGE,$6.00 - $6.99,Thu-Sun,FW,0,CustCall,0,80,200000
OWNER,Swedish,0,21,English,SAN JUAN CAPISTRANO,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,50,124999
OWNER,English,1,33,English,SANTA ANA,ORANGE,$3.00 - $3.99,7Day,MW,103,CustCall,1,77,124999
OWNER,Vietnamese,0,22,Vietnamese,SANTA ANA,ORANGE,$3.00 - $3.99,7Day,MW,0,TeleIn,0,51,30000
RENTER,English,0,2,English,ORANGE,ORANGE,$1.00 - $1.99,SunOnly,YW,0,SCinsert,1,21,30000
RENTER,French,0,4,English,ORANGE,ORANGE,$1.00 - $1.99,Thu-Sun,YW,0,System,1,26,47391
OWNER,Hispanic,0,39,Spanish,SAN JUAN CAPISTRANO,ORANGE,$6.00 - $6.99,7Day,MM,1,SCinsert,0,66,115180
OWNER,German,1,13,English,FULLERTON,ORANGE,$7.00 - $7.99,7DayOL,FW,0,Internet,1,45,399999
OWNER,Arab,0,10,Arabic,SILVERADO,ORANGE,$0.01 - $0.50,Thu-Sun,YW,0,TeleIn,1,58,466853
OWNER,German,1,8,English,NEWPORT BEACH,ORANGE,$3.00 - $3.99,Soooooo,MW,0,TeleIn,1,46,500000
OWNER,English,1,19,English,COSTA MESA,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,0,56,174999
OWNER,unknown,0,8,Unknown,ORANGE,ORANGE,$0.01 - $0.50,SunOnly,FW,0,Partner,1,31,69999
OWNER,Belgian,1,8,English,ANAHEIM,ORANGE,$0.01 - $0.50,SunOnly,MM,0,Partner,1,43,96093
OWNER,French,0,20,French,COSTA MESA,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,59,149999
OWNER,English,0,19,English,LAGUNA NIGUEL,ORANGE,$5.00 - $5.99,7Day,FW,0,CustCall,1,58,175000
OWNER,Hispanic,1,18,Spanish,FULLERTON,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,53,160810
OWNER,English,1,4,English,SILVERADO,ORANGE,$2.00 - $2.99,Thu-Sun,YW,0,Crew,1,47,341375
OWNER,Hispanic,1,23,Spanish,SAN JUAN CAPISTRANO,ORANGE,$0.01 - $0.50,Thu-Sun,FE,1,Partner,1,51,70000
OWNER,German,0,9,English,CHINO HILLS,SAN BERNARDINO,$0.01 - $0.50,SunOnly,MM,0,Partner,0,56,175000
OWNER,English,0,41,English,ORANGE,ORANGE,$7.00 - $7.99,7Day,MM,0,TeleIn,1,79,80000
OWNER,Persian,0,2,Farsi (Persian),LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,7Day,MW,0,TeleIn,1,68,100000
OWNER,German,0,23,English,SAN CLEMENTE,ORANGE,$3.00 - $3.99,7Day,YW,0,CustCall,1,63,100000
RENTER,Scottish (Scotch),0,3,English,ORANGE,ORANGE,$2.00 - $2.99,SunOnly,YM,0,Crew,1,47,30000
OWNER,English,0,21,English,SAN CLEMENTE,ORANGE,$6.00 - $6.99,SoooTFS,MM,0,DirectMl,1,67,150000
OWNER,English,0,11,English,TUSTIN,ORANGE,$4.00 - $4.99,Thu-Sun,YW,0,Internet,1,42,142285
OWNER,German,0,3,English,COSTA MESA,ORANGE,$2.00 - $2.99,7Day,FM,0,DirectMl,1,28,80000
OWNER,Japanese,1,21,Japanese,FULLERTON,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,0,77,60000
OWNER,English,0,4,English,LAGUNA NIGUEL,ORANGE,$1.00 - $1.99,SunOnly,YW,0,Internet,1,66,174999
OWNER,English,0,21,English,TUSTIN,ORANGE,$10.00 - $10.99,7Day,YM,4,CustCall,0,78,90000
OWNER,Hispanic,1,15,Spanish,ORANGE,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,51,150000
OWNER,unknown,0,2,Unknown,ORANGE,ORANGE,$0.01 - $0.50,SunOnly,YW,0,Partner,1,32,79999
OWNER,English,0,18,English,ORANGE,ORANGE,$0.51 - $0.99,7Day,YW,0,DirectMl,1,73,125000
OWNER,English,0,9,English,SAN JUAN CAPISTRANO,ORANGE,$9.00 - $9.99,7Day,FE,0,Crew,1,52,60000
OWNER,English,0,23,English,FULLERTON,ORANGE,$1.00 - $1.99,SunOnly,YW,0,Kiosk,1,73,125000
OWNER,Hispanic,0,17,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,Thu-Sun,FM,0,Partner,1,43,99999
OWNER,English,0,22,English,ORANGE,ORANGE,$1.00 - $1.99,SoooooS,MM,0,CircAdm,1,64,199999
RENTER,Vietnamese,0,5,English,SANTA ANA,ORANGE,$1.00 - $1.99,SunOnly,YM,0,Internet,1,35,10610
RENTER,English,0,1,English,SAN JUAN CAPISTRANO,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,37,59999
OWNER,Irish,0,1,English,TUSTIN,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,43,124999
RENTER,English,0,1,English,ANAHEIM,ORANGE,$8.00 - $8.99,7Day,ME,0,CustCall,1,56,10000
RENTER,Hispanic,0,1,English,SANTA ANA,ORANGE,$4.00 - $4.99,7Day,YM,0,Crew,1,60,14811
OWNER,English,0,24,English,COSTA MESA,ORANGE,$2.00 - $2.99,7DayT,MW,0,CustCall,1,56,747501
RENTER,Scottish (Scotch),0,2,English,LAGUNA NIGUEL,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,37,150000
OWNER,English,0,3,English,LAGUNA NIGUEL,ORANGE,$0.01 - $0.50,SunOnly,MW,0,Partner,1,31,100000
RENTER,unknown,0,4,Unknown,TUSTIN,ORANGE,$4.00 - $4.99,7Day,YW,0,CustCall,1,67,100000
RENTER,English,0,23,English,TUSTIN,ORANGE,$2.00 - $2.99,7Day,YW,0,SCinsert,1,62,75969
RENTER,Korean,0,8,English,TUSTIN,ORANGE,$1.00 - $1.99,7Day,YM,0,CircAdm,1,58,134867
OWNER,English,0,9,English,FULLERTON,ORANGE,$1.00 - $1.99,SunOnly,YW,0,Crew,1,52,100000
OWNER,Jewish,0,29,English,LAGUNA NIGUEL,ORANGE,$9.00 - $9.99,7Day,MW,0,CustCall,1,72,150000
OWNER,Arab,1,4,English,CORONA,RIVERSIDE,$0.01 - $0.50,Thu-Sun,YW,0,Partner,1,54,125000
OWNER,Italian,0,11,English,TUSTIN,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,43,125000
OWNER,Chinese,0,12,English,TUSTIN,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,57,135525
RENTER,English,0,1,English,ANAHEIM,ORANGE,$7.00 - $7.99,7Day,YM,0,Crew,1,28,30000
RENTER,Hispanic,0,1,Spanish,ANAHEIM,ORANGE,$3.00 - $3.99,SoooTFS,YM,0,Kiosk,1,32,20000
RENTER,unknown,0,2,Unknown,ANAHEIM,ORANGE,$2.00 - $2.99,Thu-Sun,YM,0,Crew,1,27,53529
OWNER,Irish,1,19,English,LAGUNA NIGUEL,ORANGE,$10.00 - $10.99,7Day,YW,0,TeleIn,1,52,499999
OWNER,Russian,0,29,English,LAGUNA NIGUEL,ORANGE,$3.00 - $3.99,7Day,MW,0,CustCall,0,71,399999
OWNER,Hispanic,0,4,Spanish,SAN JUAN CAPISTRANO,ORANGE,$1.00 - $1.99,7Day,YW,0,Crew,1,38,20000
OWNER,English,0,2,English,LAGUNA NIGUEL,ORANGE,$6.00 - $6.99,7Day,YW,0,VRU,1,57,313215
OWNER,Irish,1,4,English,LAGUNA NIGUEL,ORANGE,$2.00 - $2.99,SatSun,YW,0,OutMedia,1,46,499999
OWNER,Irish,0,29,English,LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,7Day,MW,0,VRU,1,62,300000
OWNER,Irish,0,13,English,LAGUNA NIGUEL,ORANGE,$1.00 - $1.99,SunOnly,YW,0,TeleIn,1,52,89999
OWNER,English,0,4,English,LAGUNA NIGUEL,ORANGE,$0.01 - $0.50,SunOnly,YW,0,Partner,1,32,99999
OWNER,Hispanic,1,13,Spanish,COSTA MESA,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,53,30000
RENTER,Hispanic,0,2,Spanish,FULLERTON,ORANGE,$0.01 - $0.50,SunOnly,MM,0,Partner,1,47,20000
OWNER,English,0,11,English,FULLERTON,ORANGE,$3.00 - $3.99,7Day,FW,0,TeleIn,0,63,149999
OWNER,Hispanic,0,6,English,SAN JUAN CAPISTRANO,ORANGE,$0 - $0.01,SunOnly,MM,0,Partner,1,37,59999
OWNER,Jewish,0,34,English,LAGUNA NIGUEL,ORANGE,$2.00 - $2.99,SunOnly,MW,0,DirectMl,1,79,125000
OWNER,Polish,0,28,English,SAN CLEMENTE,ORANGE,$1.00 - $1.99,7Day,FW,0,DirectMl,1,59,141490
RENTER,Hungarian,0,6,English,ORANGE,ORANGE,$0.01 - $0.50,SunOnly,YM,0,Partner,1,38,39999
RENTER,Hispanic,0,5,Spanish,LAGUNA NIGUEL,ORANGE,$0.01 - $0.50,7Day,YM,0,Partner,1,47,79999
OWNER,Hispanic,1,11,Spanish,CORONA,RIVERSIDE,$0 - $0.01,SunOnly,FM,0,System,0,72,199999
RENTER,unknown,0,6,Unknown,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,SunOnly,YW,0,CustCall,1,48,300000
RENTER,English,0,3,English,LAGUNA NIGUEL,ORANGE,$1.00 - $1.99,7Day,YW,0,CircAdm,1,78,21455
OWNER,Armenian,0,37,English,LAGUNA BEACH,ORANGE,$0.01 - $0.50,SunOnly,MW,0,DirectMl,1,78,90000
OWNER,Irish,0,13,English,LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,7Day,FM,0,Kiosk,1,52,80000
RENTER,Scottish (Scotch),0,16,English,IRVINE,ORANGE,$4.00 - $4.99,7Day,YM,0,Crew,1,57,37084
OWNER,Hispanic,1,14,Spanish,SAN JUAN CAPISTRANO,ORANGE,$2.00 - $2.99,Thu-Sun,FM,0,Crew,1,42,60000
OWNER,English,1,21,English,LOS ALAMITOS,ORANGE,$0.01 - $0.50,SoooTFST,MW,0,TeleIn,1,67,69999
OWNER,Jewish,0,34,English,LAGUNA NIGUEL,ORANGE,$3.00 - $3.99,7Day,MW,0,System,1,67,399999
RENTER,unknown,0,10,Unknown,COSTA MESA,ORANGE,$2.00 - $2.99,Thu-Sun,ME,0,Crew,1,52,124999
OWNER,English,0,1,English,SAN JUAN CAPISTRANO,ORANGE,$2.00 - $2.99,SatSun,FM,0,CustCall,1,56,59999
OWNER,English,0,4,English,LAGUNA BEACH,ORANGE,$1.00 - $1.99,7Day,MW,0,RetenIn,1,42,174999
OWNER,Chinese,0,2,Chinese,CHINO HILLS,SAN BERNARDINO,$0.01 - $0.50,SunOnly,YW,0,TeleIn,1,39,199999
OWNER,unknown,0,38,Unknown,ORANGE,ORANGE,$1.00 - $1.99,SunOnly,MM,0,RetenIn,1,79,129831
OWNER,English,1,6,English,LAGUNA NIGUEL,ORANGE,$1.00 - $1.99,SunOnly,MM,0,System,1,37,199999
OWNER,unknown,0,4,Unknown,LAGUNA NIGUEL,ORANGE,$10.00 - $10.99,7Day,MW,0,CustCall,0,56,125000
RENTER,Irish,0,6,English,NEWPORT BEACH,ORANGE,$2.00 - $2.99,Thu-SunT,YW,0,TeleIn,1,26,10778
OWNER,English,0,1,English,NEWPORT COAST,ORANGE,$0 - $0.01,SunOnly,FW,0,Partner,1,52,199999
OWNER,Arab,0,4,Arabic,IRVINE,ORANGE,$1.00 - $1.99,Thu-Sun,YM,0,Email,1,66,99999
OWNER,English,0,30,English,IRVINE,ORANGE,$2.00 - $2.99,Thu-Sun,MW,0,CustCall,1,62,80000
OWNER,Dutch,0,28,English,RANCHO SANTA MARGARITA,ORANGE,$0.01 - $0.50,SoooTFS,FM,0,CircAdm,1,62,175000
OWNER,Danish,0,6,Danish,IRVINE,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,47,300000
OWNER,English,0,30,English,SAN CLEMENTE,ORANGE,$3.00 - $3.99,7Day,MW,0,TeleIn,1,77,86655
OWNER,English,0,2,English,ALISO VIEJO,ORANGE,$4.00 - $4.99,7Day,YM,0,Crew,1,59,70000
OWNER,Indian,0,15,English,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,Thu-Sun,FM,0,TeleOut,1,48,76004
OWNER,Vietnamese,0,1,English,IRVINE,ORANGE,$2.00 - $2.99,7Day,MW,0,DirectMl,1,50,237161
OWNER,English,1,9,English,LADERA RANCH,ORANGE,$2.00 - $2.99,SunOnly,FW,0,Internet,1,51,249999
OWNER,Irish,0,3,English,LADERA RANCH,ORANGE,$1.00 - $1.99,7Day,FW,0,TeleIn,1,62,174999
OWNER,English,0,9,English,SAN CLEMENTE,ORANGE,$5.00 - $5.99,7Day,MM,0,Email,0,74,149999
OWNER,Japanese,1,21,English,FOOTHILL RANCH,ORANGE,$2.00 - $2.99,SunOnly,FW,5,AdvAdm,0,47,315839
OWNER,Filipino (Philippine),0,28,English,RANCHO SANTA MARGARITA,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,61,100000
OWNER,Irish,0,34,English,IRVINE,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,63,99999
OWNER,Chinese,1,16,English,NEWPORT COAST,ORANGE,$5.00 - $5.99,7Day,FW,0,System,1,56,750000
RENTER,Jewish,0,1,English,LAGUNA NIGUEL,ORANGE,$2.00 - $2.99,SunOnly,MW,0,SCinsert,1,42,110250
OWNER,Hispanic,1,11,Spanish,IRVINE,ORANGE,$1.00 - $1.99,7Day,MW,0,TeleIn,1,58,174999
OWNER,Filipino (Philippine),1,16,English,LADERA RANCH,ORANGE,$7.00 - $7.99,7Day,FW,0,Crew,1,55,124999
OWNER,German,1,12,English,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,7Day,YM,0,Kiosk,1,33,16233
OWNER,Indian,1,5,Hindi,IRVINE,ORANGE,$4.00 - $4.99,7Day,MW,0,CustCall,1,46,499999
OWNER,English,1,9,English,LADERA RANCH,ORANGE,$1.00 - $1.99,7Day,FW,0,Internet,1,48,125000
RENTER,English,0,5,English,IRVINE,ORANGE,$3.00 - $3.99,Soooooo,MW,0,CustCall,1,72,149999
OWNER,English,0,25,English,MISSION VIEJO,ORANGE,$1.00 - $1.99,SunOnly,YW,0,CustCall,0,67,750000
RENTER,English,0,1,English,IRVINE,ORANGE,$0.01 - $0.50,SunOnly,FM,0,Partner,1,52,80000
OWNER,Chinese,0,17,English,IRVINE,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,38,499999
OWNER,Swedish,0,1,English,LADERA RANCH,ORANGE,$1.00 - $1.99,SoooTFS,YW,0,TeleIn,1,48,125000
OWNER,English,0,30,English,NEWPORT BEACH,ORANGE,$4.00 - $4.99,Thu-Sun,MW,2,CustCall,0,78,199999
RENTER,unknown,0,4,Unknown,ALISO VIEJO,ORANGE,$1.00 - $1.99,SunOnly,MM,0,Partner,1,42,90000
OWNER,Danish,0,6,English,RANCHO SANTA MARGARITA,ORANGE,$0.01 - $0.50,SunOnly,YW,0,CircAdm,1,47,80000
OWNER,Jewish,1,22,English,IRVINE,ORANGE,$1.00 - $1.99,Thu-Sun,MW,0,Crew,1,53,399999
OWNER,Polish,1,7,English,RANCHO SANTA MARGARITA,ORANGE,$0.01 - $0.50,Thu-Sun,FE,11,TeleIn,1,41,30000
OWNER,Italian,0,1,English,RANCHO SANTA MARGARITA,ORANGE,$3.00 - $3.99,Thu-Sun,MM,0,Kiosk1,1,30,49999
OWNER,Chinese,0,2,Chinese,NEWPORT COAST,ORANGE,$1.00 - $1.99,SunOnly,MW,0,Crew,1,42,399999
OWNER,English,0,24,English,MISSION VIEJO,ORANGE,$3.00 - $3.99,7Day,MW,1,CustCall,0,54,151031
OWNER,English,0,5,English,BREA,ORANGE,$0.51 - $0.99,Thu-Sun,MM,0,DirectMl,1,55,29999
OWNER,Italian,1,5,Italian,TRABUCO CANYON,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,47,499999
OWNER,unknown,0,5,Unknown,NEWPORT BEACH,ORANGE,$2.00 - $2.99,7Day,MW,0,CustCall,1,35,400000
OWNER,Irish,1,20,English,IRVINE,ORANGE,$10.00 - $10.99,7Day,MW,1,CustCall,1,53,563315
OWNER,English,0,18,English,IRVINE,ORANGE,$0.51 - $0.99,SunOnly,YM,0,DirectMl,1,68,150000
OWNER,unknown,0,3,Unknown,TRABUCO CANYON,ORANGE,$4.00 - $4.99,7Day,FW,0,CustCall,1,73,123442
OWNER,German,1,5,English,MISSION VIEJO,ORANGE,$0 - $0.01,SunOnly,FW,0,Partner,1,46,300000
OWNER,Indian,0,3,English,ALISO VIEJO,ORANGE,$4.00 - $4.99,7Day,MW,0,Crew,1,55,175000
OWNER,Vietnamese,0,14,Vietnamese,IRVINE,ORANGE,$0.01 - $0.50,SunOnly,YM,0,Partner,1,52,149999
OWNER,Hispanic,0,20,Spanish,RANCHO SANTA MARGARITA,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,62,107408
RENTER,Jewish,0,5,English,IRVINE,ORANGE,$2.00 - $2.99,7Day,YM,0,CircAdm,1,47,133608
OWNER,Dutch,0,19,English,TRABUCO CANYON,ORANGE,$0.51 - $0.99,SunOnly,MW,0,DIRECTM2,1,78,399999
OWNER,English,0,15,English,SAN CLEMENTE,ORANGE,$0.01 - $0.50,SunOnly,YW,0,Internet,1,44,175000
OWNER,German,0,15,English,IRVINE,ORANGE,$1.00 - $1.99,7Day,MW,0,CustCall,1,62,89999
OWNER,English,1,6,English,LAGUNA NIGUEL,ORANGE,$0.01 - $0.50,SunOnly,MW,0,DIRECTM4,0,59,124999
RENTER,Dutch,0,1,English,IRVINE,ORANGE,$0.51 - $0.99,Thu-Sun,MM,0,TeleIn,1,33,80000
RENTER,Welsh,1,1,English,IRVINE,ORANGE,$1.00 - $1.99,SunOnly,YM,0,Crew,1,42,149999
OWNER,German,0,22,English,SAN CLEMENTE,ORANGE,$1.00 - $1.99,7Day,MW,0,TeleIn,1,79,499999
OWNER,Hispanic,0,12,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,7Day,YM,0,TeleIn,1,76,59999
OWNER,German,0,31,English,BREA,ORANGE,$10.00 - $10.99,7Day,MW,22,CustCall,0,67,80000
RENTER,German,0,2,English,LAGUNA BEACH,ORANGE,$0 - $0.01,Thu-Sun,MW,0,CircAdm,1,23,160434
RENTER,Hispanic,0,9,Spanish,CORONA,RIVERSIDE,$1.00 - $1.99,7Day,YM,0,Crew,1,52,69999
RENTER,Arab,0,10,Arabic,ORANGE,ORANGE,$4.00 - $4.99,7Day,FE,0,Kiosk,1,58,100000
RENTER,Hispanic,0,5,English,LA HABRA,ORANGE,$0 - $0.01,SunOnly,MM,0,Partner,1,52,19999
OWNER,Hawaiian,0,8,English,CORONA,RIVERSIDE,$0 - $0.01,SunOnly,MM,0,Partner,1,68,175000
OWNER,Korean,1,5,English,BREA,ORANGE,$0.01 - $0.50,Thu-Sun,YW,0,Partner,1,47,357410
RENTER,Hispanic,0,21,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,SunOnly,YE,0,Crew,1,47,60000
OWNER,Scottish (Scotch),0,13,English,FULLERTON,ORANGE,$1.00 - $1.99,SunOnly,YM,0,Internet,1,69,20000
RENTER,Italian,0,1,English,LAGUNA NIGUEL,ORANGE,$2.00 - $2.99,SunOnly,ME,0,CustCall,1,20,25579
OWNER,English,0,51,English,CORONA DEL MAR,ORANGE,$0.01 - $0.50,SunOnly,MW,0,Partner,1,78,130585
OWNER,African American 95%+,0,15,English,FULLERTON,ORANGE,$3.00 - $3.99,Thu-Sun,FM,0,Crew,1,42,59999
RENTER,French,0,1,English,SANTA ANA,ORANGE,$0.01 - $0.50,Thu-Sun,MM,0,Partner,1,38,19999
OWNER,Hispanic,1,20,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,SunOnly,MW,0,Crew1,0,51,19999
RENTER,Hispanic,0,1,English,SANTA ANA,ORANGE,$2.00 - $2.99,Thu-Sun,YM,0,Crew,1,32,29999
RENTER,French,0,10,English,SANTA ANA,ORANGE,$0 - $0.01,SunOnly,YM,0,Partner,1,59,65721
RENTER,English,0,1,English,LAGUNA NIGUEL,ORANGE,$7.00 - $7.99,7Day,MM,3,Kiosk,1,42,99999
RENTER,Hispanic,0,9,English,LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,7Day,ME,0,System,1,42,89092
RENTER,Hispanic,0,1,English,LAGUNA NIGUEL,ORANGE,$1.00 - $1.99,Thu-Sun,YM,0,Crew,1,57,47437
OWNER,English,0,23,English,LAGUNA WOODS,ORANGE,$3.00 - $3.99,7Day,MM,0,CustCall,0,78,70000
OWNER,Polish,0,38,English,FULLERTON,ORANGE,$4.00 - $4.99,7Day,MM,0,SCinsert,1,71,100000
RENTER,Italian,0,3,English,ANAHEIM,ORANGE,$3.00 - $3.99,7Day,FE,0,Crew,1,37,19343
OWNER,English,0,41,English,FULLERTON,ORANGE,$1.00 - $1.99,SunOnly,YW,0,Partner,1,77,61272
OWNER,Hispanic,0,22,English,SAN CLEMENTE,ORANGE,$2.00 - $2.99,Thu-Sun,MM,0,TeleIn,0,61,124999
OWNER,unknown,0,18,Unknown,PLACENTIA,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,79,40000
RENTER,Korean,0,3,Korean,LA HABRA,ORANGE,$0 - $0.01,SunOnly,MM,0,Partner,1,47,49999
OWNER,Vietnamese,0,19,English,SANTA ANA,ORANGE,$4.00 - $4.99,7Day,FM,0,TeleIn,1,66,40000
OWNER,German,0,6,English,ANAHEIM,ORANGE,$9.00 - $9.99,7Day,MW,1,CustCall,1,32,39999
RENTER,Dutch,0,7,English,ANAHEIM,ORANGE,$1.00 - $1.99,SunOnly,MM,0,TeleIn,1,65,90000
OWNER,Welsh,0,20,English,ORANGE,ORANGE,$0 - $0.01,Thu-Sun,MM,0,CircAdm,1,67,70000
RENTER,English,0,4,English,ORANGE,ORANGE,$2.00 - $2.99,SatSun,ME,0,CustCall,1,79,10000
RENTER,English,0,10,English,ORANGE,ORANGE,$0.01 - $0.50,SunOnly,ME,0,Partner,1,72,80000
RENTER,English,0,5,English,ORANGE,ORANGE,$4.00 - $4.99,7Day,ME,0,CustCall,1,78,28122
OWNER,unknown,0,2,Unknown,CORONA,RIVERSIDE,$0.01 - $0.50,SunOnly,FM,0,Partner,1,28,100000
OWNER,English,1,21,English,LA HABRA,ORANGE,$4.00 - $4.99,7Day,FM,0,CustCall,1,53,38182
OWNER,unknown,0,36,Unknown,ORANGE,ORANGE,$10.00 - $10.99,7Day,YW,0,CustCall,0,77,125000
RENTER,Russian,0,3,English,NEWPORT BEACH,ORANGE,$2.00 - $2.99,Thu-Sun,YW,0,Crew,1,27,89999
OWNER,unknown,0,6,Unknown,SANTA ANA,ORANGE,$4.00 - $4.99,7Day,MM,0,CustCall,1,37,70000
OWNER,unknown,1,11,Unknown,ANAHEIM,ORANGE,$2.00 - $2.99,SunOnly,YM,0,Crew,1,45,137947
OWNER,English,0,8,English,SANTA ANA,ORANGE,$1.00 - $1.99,SunOnly,FM,0,Partner,1,65,30000
OWNER,English,0,13,English,COSTA MESA,ORANGE,$2.00 - $2.99,7Day,FM,0,DirectMl,1,67,48855
OWNER,Italian,0,31,English,SAN JUAN CAPISTRANO,ORANGE,$5.00 - $5.99,7Day,MW,0,VRU,1,76,199999
RENTER,Scottish (Scotch),0,1,English,LAGUNA NIGUEL,ORANGE,$2.00 - $2.99,SunOnly,FE,0,CustCall,1,28,158868
OWNER,Hispanic,0,5,Spanish,CORONA,RIVERSIDE,$1.00 - $1.99,SunOnly,YW,0,Internet,0,42,199999
OWNER,Hispanic,1,26,English,LONG BEACH,LOS ANGELES,$0.01 - $0.50,SunOnly,MW,0,Partner,1,51,107773
OWNER,Hispanic,0,29,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7Day,MW,0,CustCall,1,26,69110
OWNER,Hispanic,0,15,English,LAGUNA WOODS,ORANGE,$0.01 - $0.50,SunOnly,MM,0,Partner,0,76,99999
OWNER,English,0,1,English,COSTA MESA,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,46,89999
